date,name,Cases,Case Rate,Deaths,Death Rate,population
"D0407",City of Agoura Hills,4173,19983,22,105,20883
"D0407",City of Alhambra,16903,19491,254,293,86724
"D0407",City of Arcadia,8028,13900,165,286,57754
"D0407",City of Artesia,4168,24817,88,524,16795
"D0407",City of Avalon,63,1628,0,0,3869
"D0407",City of Azusa,13692,27362,158,316,50040
"D0407",City of Baldwin Park,22847,29761,388,505,76769
"D0407",City of Bell,13850,38121,142,391,36332
"D0407",City of Bell Gardens,14152,32857,138,320,43071
"D0407",City of Bellflower,23262,29925,258,332,77735
"D0407",City of Beverly Hills,8342,24166,44,127,34520
"D0407",City of Bradbury,66,6174,0,0,1069
"D0407",City of Burbank,22283,20790,321,299,107180
"D0407",City of Calabasas,3969,16318,37,152,24323
"D0407",City of Carson,25515,27188,317,338,93846
"D0407",City of Cerritos,8380,16738,85,170,50067
"D0407",City of Claremont,6824,18704,81,222,36484
"D0407",City of Commerce,4511,34517,47,360,13069
"D0407",City of Compton,33070,33102,323,323,99904
"D0407",City of Covina,14642,29862,205,418,49032
"D0407",City of Cudahy,10016,41139,79,324,24347
"D0407",City of Culver City,7384,18523,134,336,39865
"D0407",City of Diamond Bar,9121,15858,107,186,57515
"D0407",City of Downey,35834,31361,377,330,114263
"D0407",City of Duarte,5160,23438,119,541,22016
"D0407",City of El Monte,32983,28126,526,449,117269
"D0407",City of El Segundo,2787,16603,14,83,16786
"D0407",City of Gardena,16215,26448,265,432,61310
"D0407",City of Glendale,44364,21485,864,418,206493
"D0407",City of Glendora,11760,22288,244,462,52764
"D0407",City of Hawaiian Gardens,4163,28366,30,204,14676
"D0407",City of Hawthorne,22529,25374,276,311,88787
"D0407",City of Hermosa Beach,3296,16756,12,61,19670
"D0407",City of Hidden Hills,260,13757,2,106,1890
"D0407",City of Huntington Park,22022,37022,216,363,59484
"D0407",City of Industry,399,91304,6,1373,437
"D0407",City of Inglewood,29320,25814,387,341,113582
"D0407",City of Irwindale,538,36875,8,548,1459
"D0407",City of La Canada Flintridge,2869,13865,20,97,20693
"D0407",City of La Habra Heights,162,2970,2,37,5455
"D0407",City of La Mirada,10421,21011,181,365,49599
"D0407",City of La Puente,12662,31113,151,371,40697
"D0407",City of La Verne,7055,21198,80,240,33282
"D0407",City of Lakewood,18915,23537,167,208,80362
"D0407",City of Lancaster,50775,31426,422,261,161570
"D0407",City of Lawndale,8084,24050,71,211,33614
"D0407",City of Lomita,4296,20725,57,275,20729
"D0407",City of Lynwood,24761,34368,290,403,72047
"D0407",City of Malibu,2108,16264,13,100,12961
"D0407",City of Manhattan Beach,4957,13770,26,72,35999
"D0407",City of Maywood,10553,37623,104,371,28049
"D0407",City of Monrovia,8251,21265,101,260,38800
"D0407",City of Montebello,19185,29802,281,437,64375
"D0407",City of Monterey Park,11498,18467,233,374,62262
"D0407",City of Norwalk,33169,30820,465,432,107622
"D0407",City of Palmdale,52866,33256,444,279,158968
"D0407",City of Palos Verdes Estates,1513,11189,12,89,13522
"D0407",City of Paramount,18899,33734,209,373,56023
"D0407",City of Pico Rivera,20937,32570,334,520,64284
"D0407",City of Pomona,51915,33294,579,371,155931
"D0407",City of Rancho Palos Verdes,4891,11442,82,192,42747
"D0407",City of Redondo Beach,9998,14554,69,100,68697
"D0407",City of Rolling Hills,188,9691,3,155,1940
"D0407",City of Rolling Hills Estates,991,12215,10,123,8113
"D0407",City of Rosemead,10778,19472,186,336,55350
"D0407",City of San Dimas,8051,23325,126,365,34516
"D0407",City of San Fernando,10428,42370,80,325,24612
"D0407",City of San Gabriel,7579,18506,242,591,40954
"D0407",City of San Marino,1429,10763,13,98,13277
"D0407",City of Santa Clarita,53888,24447,379,172,220424
"D0407",City of Santa Fe Springs,6346,34557,55,299,18364
"D0407",City of Santa Monica,17058,18452,238,257,92446
"D0407",City of Sierra Madre,1524,13868,22,200,10989
"D0407",City of Signal Hill,2837,24048,13,110,11797
"D0407",City of South El Monte,6564,31429,88,421,20885
"D0407",City of South Gate,38336,39057,312,318,98155
"D0407",City of South Pasadena,4004,15369,60,230,26053
"D0407",City of Temple City,6193,16988,150,411,36455
"D0407",City of Torrance,22829,15294,299,200,149268
"D0407",City of Vernon,308,147368,0,0,209
"D0407",City of Walnut,4866,15937,45,147,30532
"D0407",City of West Covina,29188,26967,364,336,108235
"D0407",City of West Hollywood,7985,21610,61,165,36951
"D0407",City of Westlake Village,278,3325,2,24,8360
"D0407",City of Whittier,23671,27074,335,383,87432
"D0407",Los Angeles,1171083,28954,12503,309
"D0407",Los Angeles - Adams-Normandie,2607,31785,18,219,8202
"D0407",Los Angeles - Alsace,3535,28405,23,185,12445
