date,name,Cases,Case Rate,Deaths,Death Rate,population
"D0721",City of Agoura Hills,5671,27156,22,105,20883
"D0721",City of Alhambra,20804,23989,260,300,86724
"D0721",City of Arcadia,10572,18305,168,291,57754
"D0721",City of Artesia,4917,29277,88,524,16795
"D0721",City of Avalon,65,1680,0,0,3869
"D0721",City of Azusa,15400,30775,159,318,50040
"D0721",City of Baldwin Park,25718,33501,392,511,76769
"D0721",City of Bell,15172,41759,145,399,36332
"D0721",City of Bell Gardens,15284,35486,140,325,43071
"D0721",City of Bellflower,26407,33971,271,349,77735
"D0721",City of Beverly Hills,10131,29348,47,136,34520
"D0721",City of Bradbury,67,6268,0,0,1069
"D0721",City of Burbank,27412,25576,333,311,107180
"D0721",City of Calabasas,4939,20306,38,156,24323
"D0721",City of Carson,29969,31934,327,348,93846
"D0721",City of Cerritos,10744,21459,88,176,50067
"D0721",City of Claremont,8233,22566,87,238,36484
"D0721",City of Commerce,5009,38327,48,367,13069
"D0721",City of Compton,35976,36011,334,334,99904
"D0721",City of Covina,16576,33806,207,422,49032
"D0721",City of Cudahy,10966,45040,81,333,24347
"D0721",City of Culver City,9544,23941,138,346,39865
"D0721",City of Diamond Bar,11127,19346,112,195,57515
"D0721",City of Downey,40397,35354,386,338,114263
"D0721",City of Duarte,6101,27712,125,568,22016
"D0721",City of El Monte,36846,31420,536,457,117269
"D0721",City of El Segundo,3529,21023,16,95,16786
"D0721",City of Gardena,18818,30693,270,440,61310
"D0721",City of Glendale,51309,24848,901,436,206493
"D0721",City of Glendora,13553,25686,250,474,52764
"D0721",City of Hawaiian Gardens,4568,31126,31,211,14676
"D0721",City of Hawthorne,25547,28773,278,313,88787
"D0721",City of Hermosa Beach,4072,20702,12,61,19670
"D0721",City of Hidden Hills,341,18042,2,106,1890
"D0721",City of Huntington Park,23915,40204,218,366,59484
"D0721",City of Industry,455,104119,6,1373,437
"D0721",City of Inglewood,32930,28992,393,346,113582
"D0721",City of Irwindale,599,41056,10,685,1459
"D0721",City of La Canada Flintridge,3785,18291,22,106,20693
"D0721",City of La Habra Heights,172,3153,2,37,5455
"D0721",City of La Mirada,12056,24307,187,377,49599
"D0721",City of La Puente,14158,34789,154,378,40697
"D0721",City of La Verne,8099,24334,83,249,33282
"D0721",City of Lakewood,22531,28037,172,214,80362
"D0721",City of Lancaster,55889,34591,443,274,161570
"D0721",City of Lawndale,9269,27575,73,217,33614
"D0721",City of Lomita,5096,24584,59,285,20729
"D0721",City of Lynwood,27156,37692,295,409,72047
"D0721",City of Malibu,2549,19667,13,100,12961
"D0721",City of Manhattan Beach,6314,17539,30,83,35999
"D0721",City of Maywood,11438,40779,106,378,28049
"D0721",City of Monrovia,9827,25327,106,273,38800
"D0721",City of Montebello,21705,33717,285,443,64375
"D0721",City of Monterey Park,14306,22977,239,384,62262
"D0721",City of Norwalk,36875,34263,476,442,107622
"D0721",City of Palmdale,58412,36745,450,283,158968
"D0721",City of Palos Verdes Estates,1855,13718,13,96,13522
"D0721",City of Paramount,20568,36713,212,378,56023
"D0721",City of Pico Rivera,23684,36843,338,526,64284
"D0721",City of Pomona,57003,36557,595,382,155931
"D0721",City of Rancho Palos Verdes,6241,14600,85,199,42747
"D0721",City of Redondo Beach,12957,18861,71,103,68697
"D0721",City of Rolling Hills,240,12371,3,155,1940
"D0721",City of Rolling Hills Estates,1233,15198,11,136,8113
"D0721",City of Rosemead,12984,23458,192,347,55350
"D0721",City of San Dimas,9452,27384,129,374,34516
"D0721",City of San Fernando,11435,46461,81,329,24612
"D0721",City of San Gabriel,9218,22508,249,608,40954
"D0721",City of San Marino,1960,14762,14,105,13277
"D0721",City of Santa Clarita,62987,28575,393,178,220424
"D0721",City of Santa Fe Springs,7056,38423,55,299,18364
"D0721",City of Santa Monica,22337,24162,251,272,92446
"D0721",City of Sierra Madre,1934,17599,24,218,10989
"D0721",City of Signal Hill,3389,28728,13,110,11797
"D0721",City of South El Monte,7230,34618,90,431,20885
"D0721",City of South Gate,42113,42905,320,326,98155
