date,name,Cases,Case Rate,Deaths,Death Rate,population
"D0509",City of Agoura Hills,4345,20806,22,105,20883
"D0509",City of Alhambra,17444,20114,255,294,86724
"D0509",City of Arcadia,8408,14558,166,287,57754
"D0509",City of Artesia,4248,25293,88,524,16795
"D0509",City of Avalon,64,1654,0,0,3869
"D0509",City of Azusa,13860,27698,158,316,50040
"D0509",City of Baldwin Park,23095,30084,389,507,76769
"D0509",City of Bell,13972,38456,143,394,36332
"D0509",City of Bell Gardens,14227,33032,140,325,43071
"D0509",City of Bellflower,23550,30295,264,340,77735
"D0509",City of Beverly Hills,8676,25133,44,127,34520
"D0509",City of Bradbury,67,6268,0,0,1069
"D0509",City of Burbank,23049,21505,324,302,107180
"D0509",City of Calabasas,4144,17037,38,156,24323
"D0509",City of Carson,25989,27693,322,343,93846
"D0509",City of Cerritos,8698,17373,85,170,50067
"D0509",City of Claremont,7284,19965,81,222,36484
"D0509",City of Commerce,4551,34823,47,360,13069
"D0509",City of Compton,33294,33326,327,327,99904
"D0509",City of Covina,14860,30307,206,420,49032
"D0509",City of Cudahy,10084,41418,80,329,24347
"D0509",City of Culver City,7757,19458,134,336,39865
"D0509",City of Diamond Bar,9399,16342,108,188,57515
"D0509",City of Downey,36341,31805,379,332,114263
"D0509",City of Duarte,5250,23846,120,545,22016
"D0509",City of El Monte,33336,28427,528,450,117269
"D0509",City of El Segundo,2922,17407,14,83,16786
"D0509",City of Gardena,16517,26940,267,435,61310
"D0509",City of Glendale,45325,21950,877,425,206493
"D0509",City of Glendora,11990,22724,246,466,52764
"D0509",City of Hawaiian Gardens,4206,28659,30,204,14676
"D0509",City of Hawthorne,22899,25791,277,312,88787
"D0509",City of Hermosa Beach,3441,17494,12,61,19670
"D0509",City of Hidden Hills,275,14550,2,106,1890
"D0509",City of Huntington Park,22204,37328,217,365,59484
"D0509",City of Industry,407,93135,6,1373,437
"D0509",City of Inglewood,29750,26193,388,342,113582
"D0509",City of Irwindale,539,36943,8,548,1459
"D0509",City of La Canada Flintridge,3037,14676,20,97,20693
"D0509",City of La Habra Heights,162,2970,2,37,5455
"D0509",City of La Mirada,10643,21458,183,369,49599
"D0509",City of La Puente,12811,31479,152,373,40697
"D0509",City of La Verne,7165,21528,81,243,33282
"D0509",City of Lakewood,19352,24081,170,212,80362
"D0509",City of Lancaster,51330,31770,427,264,161570
"D0509",City of Lawndale,8235,24499,72,214,33614
"D0509",City of Lomita,4394,21197,58,280,20729
"D0509",City of Lynwood,24939,34615,293,407,72047
"D0509",City of Malibu,2209,17043,13,100,12961
"D0509",City of Manhattan Beach,5257,14603,27,75,35999
"D0509",City of Maywood,10636,37919,105,374,28049
"D0509",City of Monrovia,8443,21760,104,268,38800
"D0509",City of Montebello,19415,30159,283,440,64375
"D0509",City of Monterey Park,11865,19057,234,376,62262
"D0509",City of Norwalk,33507,31134,469,436,107622
"D0509",City of Palmdale,53413,33600,446,281,158968
"D0509",City of Palos Verdes Estates,1587,11736,12,89,13522
"D0509",City of Paramount,19053,34009,211,377,56023
"D0509",City of Pico Rivera,21161,32918,334,520,64284
"D0509",City of Pomona,52440,33630,585,375,155931
"D0509",City of Rancho Palos Verdes,5101,11933,82,192,42747
"D0509",City of Redondo Beach,10526,15322,70,102,68697
"D0509",City of Rolling Hills,196,10103,3,155,1940
"D0509",City of Rolling Hills Estates,1033,12733,10,123,8113
"D0509",City of Rosemead,11011,19893,187,338,55350
"D0509",City of San Dimas,8210,23786,127,368,34516
"D0509",City of San Fernando,10540,42825,80,325,24612
"D0509",City of San Gabriel,7774,18982,245,598,40954
"D0509",City of San Marino,1516,11418,13,98,13277
"D0509",City of Santa Clarita,55117,25005,382,173,220424
"D0509",City of Santa Fe Springs,6419,34954,55,299,18364
"D0509",City of Santa Monica,18145,19628,241,261,92446
"D0509",City of Sierra Madre,1589,14460,22,200,10989
"D0509",City of Signal Hill,2899,24574,13,110,11797
"D0509",City of South El Monte,6616,31678,88,421,20885
"D0509",City of South Gate,38655,39382,315,321,98155
"D0509",City of South Pasadena,4241,16278,61,234,26053
"D0509",City of Temple City,6423,17619,150,411,36455
"D0509",City of Torrance,23586,15801,302,202,149268
"D0509",City of Vernon,311,148804,0,0,209
"D0509",City of Walnut,5011,16412,46,151,30532
"D0509",City of West Covina,29736,27474,363,335,108235
"D0509",City of West Hollywood,8362,22630,61,165,36951
"D0509",City of Westlake Village,287,3433,2,24,8360
"D0509",City of Whittier,24017,27469,337,385,87432
"D0509",Los Angeles,1196904,29593,12593,311
"D0509",Los Angeles - Adams-Normandie,2638,32163,18,219,8202
"D0509",Los Angeles - Alsace,3592,28863,23,185,12445
"D0509",Los Angeles - Angeles National Forest,6,15000,0,0,40
"D0509",Los Angeles - Angelino Heights,647,25859,8,320,2502
"D0509",Los Angeles - Arleta,13754,40017,134,390,34370
"D0509",Los Angeles - Atwater Village,3653,24908,35,239,14666
"D0509",Los Angeles - Baldwin Hills,7658,24604,108,347,31125
"D0509",Los Angeles - Bel Air,1569,18614,5,59,8429
"D0509",Los Angeles - Beverly Crest,2485,19840,9,72,12525
"D0509",Los Angeles - Beverlywood,3168,24049,4,30,13173
"D0509",Los Angeles - Boyle Heights,33498,38555,372,428,86884
"D0509",Los Angeles - Brentwood,5911,19095,26,84,30955
"D0509",Los Angeles - Brookside,100,17212,2,344,581
"D0509",Los Angeles - Cadillac-Corning,1870,26260,14,197,7121
"D0509",Los Angeles - Canoga Park,20404,31252,208,319,65289
"D0509",Los Angeles - Carthay,3059,21298,88,613,14363
"D0509",Los Angeles - Central,14947,38334,159,408,38992
"D0509",Los Angeles - Century City,2498,19528,16,125,12792
"D0509",Los Angeles - Century Palms/Cove,13559,40156,132,391,33766
"D0509",Los Angeles - Chatsworth,9540,25741,120,324,37061
"D0509",Los Angeles - Cheviot Hills,1759,19180,10,109,9171
"D0509",Los Angeles - Chinatown,2031,25321,19,237,8021
"D0509",Los Angeles - Cloverdale/Cochran,4120,28310,30,206,14553
"D0509",Los Angeles - Country Club Park,3713,24503,89,587,15153
"D0509",Los Angeles - Crenshaw District,4056,29330,47,340,13829
"D0509",Los Angeles - Crestview,2952,25968,52,457,11368
"D0509",Los Angeles - Del Rey,6184,20657,43,144,29936
"D0509",Los Angeles - Downtown,12253,44545,68,247,27507
"D0509",Los Angeles - Eagle Rock,9587,24216,146,369,39589
"D0509",Los Angeles - East Hollywood,7482,25547,154,526,29287
"D0509",Los Angeles - Echo Park,3454,24228,26,182,14256
"D0509",Los Angeles - El Sereno,13445,32159,140,335,41808
"D0509",Los Angeles - Elysian Park,1407,24632,6,105,5712
"D0509",Los Angeles - Elysian Valley,2775,27283,33,324,10171
