date,name,Cases,Case Rate,Deaths,Death Rate,population
"D0210",City of Agoura Hills,3425,16401,21,101,20883
"D0210",City of Alhambra,16130,18599,238,274,86724
"D0210",City of Arcadia,7631,13213,157,272,57754
"D0210",City of Artesia,3973,23656,84,500,16795
"D0210",City of Avalon,62,1602,0,0,3869
"D0210",City of Azusa,13356,26691,152,304,50040
"D0210",City of Baldwin Park,22363,29130,373,486,76769
"D0210",City of Bell,13384,36838,136,374,36332
"D0210",City of Bell Gardens,13811,32066,131,304,43071
"D0210",City of Bellflower,22639,29123,240,309,77735
"D0210",City of Beverly Hills,7906,22903,40,116,34520
"D0210",City of Bradbury,62,5800,0,0,1069
"D0210",City of Burbank,21478,20039,298,278,107180
"D0210",City of Calabasas,3749,15413,35,144,24323
"D0210",City of Carson,24585,26197,299,319,93846
"D0210",City of Cerritos,8026,16031,73,146,50067
"D0210",City of Claremont,5845,16021,71,195,36484
"D0210",City of Commerce,4393,33614,45,344,13069
"D0210",City of Compton,32150,32181,305,305,99904
"D0210",City of Covina,14310,29185,192,392,49032
"D0210",City of Cudahy,9707,39869,75,308,24347
"D0210",City of Culver City,7040,17660,126,316,39865
"D0210",City of Diamond Bar,8737,15191,103,179,57515
"D0210",City of Downey,34901,30544,352,308,114263
"D0210",City of Duarte,4999,22706,113,513,22016
"D0210",City of El Monte,31985,27275,499,426,117269
"D0210",City of El Segundo,2668,15894,14,83,16786
"D0210",City of Gardena,15765,25714,242,395,61310
"D0210",City of Glendale,43097,20871,806,390,206493
"D0210",City of Glendora,11365,21539,221,419,52764
"D0210",City of Hawaiian Gardens,4020,27392,29,198,14676
"D0210",City of Hawthorne,21948,24720,262,295,88787
"D0210",City of Hermosa Beach,3144,15984,12,61,19670
"D0210",City of Hidden Hills,246,13016,2,106,1890
"D0210",City of Huntington Park,21426,36020,208,350,59484
"D0210",City of Industry,366,83753,6,1373,437
"D0210",City of Inglewood,28535,25123,376,331,113582
"D0210",City of Irwindale,530,36326,8,548,1459
"D0210",City of La Canada Flintridge,2752,13299,19,92,20693
"D0210",City of La Habra Heights,160,2933,2,37,5455
"D0210",City of La Mirada,10111,20385,162,327,49599
"D0210",City of La Puente,12348,30341,144,354,40697
"D0210",City of La Verne,6884,20684,74,222,33282
"D0210",City of Lakewood,18286,22755,153,190,80362
"D0210",City of Lancaster,49386,30566,401,248,161570
"D0210",City of Lawndale,7870,23413,63,187,33614
"D0210",City of Lomita,4127,19909,53,256,20729
"D0210",City of Lynwood,23850,33103,276,383,72047
"D0210",City of Malibu,1984,15307,13,100,12961
"D0210",City of Manhattan Beach,4696,13045,24,67,35999
"D0210",City of Maywood,10145,36169,100,357,28049
"D0210",City of Monrovia,7988,20588,96,247,38800
"D0210",City of Montebello,18756,29136,264,410,64375
"D0210",City of Monterey Park,10941,17573,219,352,62262
"D0210",City of Norwalk,32293,30006,446,414,107622
"D0210",City of Palmdale,51803,32587,412,259,158968
"D0210",City of Palos Verdes Estates,1431,10583,12,89,13522
"D0210",City of Paramount,18240,32558,194,346,56023
"D0210",City of Pico Rivera,20430,31781,314,488,64284
"D0210",City of Pomona,49987,32057,542,348,155931
"D0210",City of Rancho Palos Verdes,4638,10850,75,175,42747
"D0210",City of Redondo Beach,9520,13858,64,93,68697
"D0210",City of Rolling Hills,179,9227,3,155,1940
"D0210",City of Rolling Hills Estates,923,11377,8,99,8113
"D0210",City of Rosemead,10227,18477,174,314,55350
"D0210",City of San Dimas,7756,22471,111,322,34516
"D0210",City of San Fernando,10213,41496,77,313,24612
"D0210",City of San Gabriel,7077,17280,227,554,40954
"D0210",City of San Marino,1335,10055,12,90,13277
"D0210",City of Santa Clarita,52640,23881,339,154,220424
"D0210",City of Santa Fe Springs,6159,33538,52,283,18364
"D0210",City of Santa Monica,16055,17367,208,225,92446
"D0210",City of Sierra Madre,1456,13250,15,137,10989
"D0210",City of Signal Hill,2752,23328,12,102,11797
"D0210",City of South El Monte,6380,30548,85,407,20885
"D0210",City of South Gate,37136,37834,293,299,98155
"D0210",City of South Pasadena,3804,14601,53,203,26053
"D0210",City of Temple City,5941,16297,139,381,36455
"D0210",City of Torrance,21755,14574,278,186,149268
"D0210",City of Vernon,270,129187,0,0,209
"D0210",City of Walnut,4616,15119,44,144,30532
"D0210",City of West Covina,28435,26272,334,309,108235
"D0210",City of West Hollywood,7564,20470,58,157,36951
"D0210",City of Westlake Village,265,3170,2,24,8360
"D0210",City of Whittier,22733,26001,317,363,87432
"D0210",Los Angeles,1132405,27998,11723,290
"D0210",Los Angeles - Adams-Normandie,2498,30456,18,219,8202
"D0210",Los Angeles - Alsace,3425,27521,23,185,12445
"D0210",Los Angeles - Angeles National Forest,6,15000,0,0,40
"D0210",Los Angeles - Angelino Heights,602,24061,7,280,2502
"D0210",Los Angeles - Arleta,13378,38923,132,384,34370
"D0210",Los Angeles - Atwater Village,3401,23190,31,211,14666
"D0210",Los Angeles - Baldwin Hills,7172,23043,96,308,31125
"D0210",Los Angeles - Bel Air,1398,16586,4,47,8429
"D0210",Los Angeles - Beverly Crest,2241,17892,9,72,12525
"D0210",Los Angeles - Beverlywood,2889,21931,4,30,13173
"D0210",Los Angeles - Boyle Heights,32292,37167,352,405,86884
"D0210",Los Angeles - Brentwood,5205,16815,22,71,30955
"D0210",Los Angeles - Brookside,89,15318,2,344,581
"D0210",Los Angeles - Cadillac-Corning,1776,24940,11,154,7121
"D0210",Los Angeles - Canoga Park,19594,30011,199,305,65289
"D0210",Los Angeles - Carthay,2728,18993,83,578,14363
"D0210",Los Angeles - Central,14545,37303,151,387,38992
"D0210",Los Angeles - Century City,2201,17206,16,125,12792
"D0210",Los Angeles - Century Palms/Cove,13161,38977,122,361,33766
"D0210",Los Angeles - Chatsworth,9025,24352,106,286,37061
"D0210",Los Angeles - Cheviot Hills,1533,16716,9,98,9171
"D0210",Los Angeles - Chinatown,1906,23763,17,212,8021
"D0210",Los Angeles - Cloverdale/Cochran,3874,26620,30,206,14553
"D0210",Los Angeles - Country Club Park,3473,22920,87,574,15153
"D0210",Los Angeles - Crenshaw District,3798,27464,43,311,13829
"D0210",Los Angeles - Crestview,2732,24032,50,440,11368
"D0210",Los Angeles - Del Rey,5735,19158,39,130,29936
"D0210",Los Angeles - Downtown,11268,40964,65,236,27507
"D0210",Los Angeles - Eagle Rock,8687,21943,133,336,39589
"D0210",Los Angeles - East Hollywood,7000,23901,143,488,29287
"D0210",Los Angeles - Echo Park,3179,22299,24,168,14256
"D0210",Los Angeles - El Sereno,12865,30772,130,311,41808
"D0210",Los Angeles - Elysian Park,1312,22969,5,88,5712
"D0210",Los Angeles - Elysian Valley,2601,25573,29,285,10171
"D0210",Los Angeles - Encino,9831,21763,83,184,45172
"D0210",Los Angeles - Exposition,937,28172,7,210,3326
"D0210",Los Angeles - Exposition Park,13743,30596,97,216,44917
"D0210",Los Angeles - Faircrest Heights,839,23306,6,167,3600
"D0210",Los Angeles - Figueroa Park Square,2955,33884,37,424,8721
"D0210",Los Angeles - Florence-Firestone,18982,40008,148,312,47445
"D0210",Los Angeles - Glassell Park,7691,24336,66,209,31604
"D0210",Los Angeles - Gramercy Place,3108,28874,39,362,10764
