date,name,Cases,Case Rate,Deaths,Death Rate,population
"D0902",City of Agoura Hills,1339,6412,20,96,20883
"D0902",City of Alhambra,7836,9036,213,246,86724
"D0902",City of Arcadia,3202,5544,142,246,57754
"D0902",City of Artesia,2369,14105,73,435,16795
"D0902",City of Avalon,26,672,0,0,3869
"D0902",City of Azusa,7093,14175,122,244,50040
"D0902",City of Baldwin Park,14200,18497,327,426,76769
"D0902",City of Bell,7332,20181,123,339,36332
"D0902",City of Bell Gardens,8895,20652,114,265,43071
"D0902",City of Bellflower,12406,15959,205,264,77735
"D0902",City of Beverly Hills,3450,9994,34,98,34520
"D0902",City of Bradbury,41,3835,0,0,1069
"D0902",City of Burbank,10590,9881,251,234,107180
"D0902",City of Calabasas,1640,6743,33,136,24323
"D0902",City of Carson,11539,12296,259,276,93846
"D0902",City of Cerritos,3559,7108,58,116,50067
"D0902",City of Claremont,2636,7225,57,156,36484
"D0902",City of Commerce,2652,20292,39,298,13069
"D0902",City of Compton,18951,18969,265,265,99904
"D0902",City of Covina,7319,14927,171,349,49032
"D0902",City of Cudahy,5260,21604,63,259,24347
"D0902",City of Culver City,2742,6878,112,281,39865
"D0902",City of Diamond Bar,3811,6626,87,151,57515
"D0902",City of Downey,19629,17179,310,271,114263
"D0902",City of Duarte,2646,12019,98,445,22016
"D0902",City of El Monte,18486,15764,442,377,117269
"D0902",City of El Segundo,979,5832,10,60,16786
"D0902",City of Gardena,7449,12150,203,331,61310
"D0902",City of Glendale,23620,11439,649,314,206493
"D0902",City of Glendora,5632,10674,186,353,52764
"D0902",City of Hawaiian Gardens,2497,17014,24,164,14676
"D0902",City of Hawthorne,12151,13686,216,243,88787
"D0902",City of Hermosa Beach,1415,7194,10,51,19670
"D0902",City of Hidden Hills,122,6455,2,106,1890
"D0902",City of Huntington Park,11994,20163,176,296,59484
"D0902",City of Industry,188,43021,5,1144,437
"D0902",City of Inglewood,16150,14219,327,288,113582
"D0902",City of Irwindale,294,20151,7,480,1459
"D0902",City of La Canada Flintridge,989,4779,17,82,20693
"D0902",City of La Habra Heights,126,2310,2,37,5455
