date,name,Cases,Case Rate,Deaths,Death Rate,population
"D0806",City of Agoura Hills,1195,5722,19,91,20883
"D0806",City of Alhambra,7333,8456,211,243,86724
"D0806",City of Arcadia,2987,5172,141,244,57754
"D0806",City of Artesia,2180,12980,73,435,16795
"D0806",City of Avalon,19,491,0,0,3869
"D0806",City of Azusa,6637,13263,118,236,50040
"D0806",City of Baldwin Park,13565,17670,316,412,76769
"D0806",City of Bell,6978,19206,122,336,36332
"D0806",City of Bell Gardens,8577,19914,112,260,43071
"D0806",City of Bellflower,11525,14826,200,257,77735
"D0806",City of Beverly Hills,3156,9143,33,96,34520
"D0806",City of Bradbury,39,3648,0,0,1069
"D0806",City of Burbank,9841,9182,246,230,107180
"D0806",City of Calabasas,1475,6064,33,136,24323
"D0806",City of Carson,10629,11326,255,272,93846
"D0806",City of Cerritos,3293,6577,57,114,50067
"D0806",City of Claremont,2423,6641,56,153,36484
"D0806",City of Commerce,2504,19160,39,298,13069
"D0806",City of Compton,18035,18052,249,249,99904
"D0806",City of Covina,6823,13915,167,341,49032
"D0806",City of Cudahy,4967,20401,61,251,24347
"D0806",City of Culver City,2526,6336,110,276,39865
"D0806",City of Diamond Bar,3518,6117,87,151,57515
"D0806",City of Downey,18477,16171,300,263,114263
"D0806",City of Duarte,2459,11169,98,445,22016
"D0806",City of El Monte,17751,15137,435,371,117269
"D0806",City of El Segundo,868,5171,6,36,16786
"D0806",City of Gardena,6890,11238,199,325,61310
"D0806",City of Glendale,21913,10612,635,308,206493
"D0806",City of Glendora,5206,9867,181,343,52764
"D0806",City of Hawaiian Gardens,2343,15965,24,164,14676
"D0806",City of Hawthorne,11405,12845,212,239,88787
"D0806",City of Hermosa Beach,1226,6233,10,51,19670
"D0806",City of Hidden Hills,107,5661,2,106,1890
"D0806",City of Huntington Park,11524,19373,172,289,59484
"D0806",City of Industry,174,39817,5,1144,437
"D0806",City of Inglewood,15120,13312,315,277,113582
"D0806",City of Irwindale,261,17889,7,480,1459
"D0806",City of La Canada Flintridge,875,4228,17,82,20693
"D0806",City of La Habra Heights,122,2236,2,37,5455
"D0806",City of La Mirada,4581,9236,117,236,49599
"D0806",City of La Puente,6951,17080,122,300,40697
"D0806",City of La Verne,3085,9269,50,150,33282
"D0806",City of Lakewood,8088,10064,104,129,80362
"D0806",City of Lancaster,24009,14860,292,181,161570
"D0806",City of Lawndale,3851,11457,54,161,33614
"D0806",City of Lomita,1616,7796,37,178,20729
"D0806",City of Lynwood,13833,19200,241,335,72047
"D0806",City of Malibu,538,4151,9,69,12961
"D0806",City of Manhattan Beach,1654,4595,17,47,35999
"D0806",City of Maywood,5385,19199,93,332,28049
"D0806",City of Monrovia,3422,8820,79,204,38800
"D0806",City of Montebello,10586,16444,222,345,64375
"D0806",City of Monterey Park,5092,8178,195,313,62262
"D0806",City of Norwalk,16892,15696,377,350,107622
"D0806",City of Palmdale,26133,16439,315,198,158968
"D0806",City of Palos Verdes Estates,563,4164,9,67,13522
"D0806",City of Paramount,10418,18596,155,277,56023
"D0806",City of Pico Rivera,11567,17994,272,423,64284
"D0806",City of Pomona,25659,16455,465,298,155931
"D0806",City of Rancho Palos Verdes,1766,4131,58,136,42747
"D0806",City of Redondo Beach,3361,4892,51,74,68697
"D0806",City of Rolling Hills,67,3454,2,103,1940
"D0806",City of Rolling Hills Estates,352,4339,8,99,8113
"D0806",City of Rosemead,5122,9254,152,275,55350
"D0806",City of San Dimas,3457,10016,94,272,34516
"D0806",City of San Fernando,5495,22327,66,268,24612
"D0806",City of San Gabriel,3379,8251,204,498,40954
"D0806",City of San Marino,410,3088,10,75,13277
"D0806",City of Santa Clarita,22627,10265,269,122,220424
"D0806",City of Santa Fe Springs,3036,16532,38,207,18364
"D0806",City of Santa Monica,5664,6127,183,198,92446
"D0806",City of Sierra Madre,529,4814,13,118,10989
"D0806",City of Signal Hill,1276,10816,9,76,11797
"D0806",City of South El Monte,3528,16893,66,316,20885
"D0806",City of South Gate,19427,19792,234,238,98155
"D0806",City of South Pasadena,1464,5619,43,165,26053
"D0806",City of Temple City,2493,6839,122,335,36455
"D0806",City of Torrance,8262,5535,223,149,149268
"D0806",City of Vernon,130,62201,0,0,209
"D0806",City of Walnut,1897,6213,38,124,30532
"D0806",City of West Covina,13684,12643,269,249,108235
"D0806",City of West Hollywood,3066,8297,39,106,36951
"D0806",City of Westlake Village,130,1555,1,12,8360
"D0806",City of Whittier,11731,13417,247,283,87432
"D0806",Los Angeles,541157,13380,9874,244
"D0806",Los Angeles - Adams-Normandie,1250,15240,18,219,8202
"D0806",Los Angeles - Alsace,1681,13507,19,153,12445
"D0806",Los Angeles - Angeles National Forest,5,12500,0,0,40
"D0806",Los Angeles - Angelino Heights,312,12470,6,240,2502
"D0806",Los Angeles - Arleta,7317,21289,115,335,34370
"D0806",Los Angeles - Atwater Village,1526,10405,27,184,14666
"D0806",Los Angeles - Baldwin Hills,3091,9931,66,212,31125
"D0806",Los Angeles - Bel Air,486,5766,2,24,8429
"D0806",Los Angeles - Beverly Crest,788,6291,6,48,12525
"D0806",Los Angeles - Beverlywood,1075,8161,2,15,13173
"D0806",Los Angeles - Boyle Heights,17953,20663,307,353,86884
"D0806",Los Angeles - Brentwood,1833,5921,18,58,30955
"D0806",Los Angeles - Brookside,39,6713,2,344,581
"D0806",Los Angeles - Cadillac-Corning,786,11038,10,140,7121
"D0806",Los Angeles - Canoga Park,9907,15174,171,262,65289
"D0806",Los Angeles - Carthay,1104,7686,75,522,14363
"D0806",Los Angeles - Central,7826,20071,133,341,38992
"D0806",Los Angeles - Century City,737,5761,14,109,12792
"D0806",Los Angeles - Century Palms/Cove,6601,19549,99,293,33766
"D0806",Los Angeles - Chatsworth,4017,10839,80,216,37061
"D0806",Los Angeles - Cheviot Hills,535,5834,7,76,9171
"D0806",Los Angeles - Chinatown,811,10111,15,187,8021
"D0806",Los Angeles - Cloverdale/Cochran,1728,11874,24,165,14553
"D0806",Los Angeles - Country Club Park,1641,10830,81,535,15153
"D0806",Los Angeles - Crenshaw District,1624,11743,29,210,13829
"D0806",Los Angeles - Crestview,1130,9940,46,405,11368
"D0806",Los Angeles - Del Rey,2305,7700,34,114,29936
"D0806",Los Angeles - Downtown,4709,17119,53,193,27507
"D0806",Los Angeles - Eagle Rock,3951,9980,112,283,39589
"D0806",Los Angeles - East Hollywood,3454,11794,115,393,29287
"D0806",Los Angeles - Echo Park,1465,10276,22,154,14256
"D0806",Los Angeles - El Sereno,6498,15542,113,270,41808
"D0806",Los Angeles - Elysian Park,563,9856,4,70,5712
"D0806",Los Angeles - Elysian Valley,1373,13499,27,265,10171
"D0806",Los Angeles - Encino,3892,8616,63,139,45172
"D0806",Los Angeles - Exposition,395,11876,7,210,3326
"D0806",Los Angeles - Exposition Park,6590,14672,86,191,44917
"D0806",Los Angeles - Faircrest Heights,315,8750,3,83,3600
"D0806",Los Angeles - Figueroa Park Square,1447,16592,25,287,8721
"D0806",Los Angeles - Florence-Firestone,9630,20297,122,257,47445
"D0806",Los Angeles - Glassell Park,3616,11442,54,171,31604
"D0806",Los Angeles - Gramercy Place,1510,14028,26,242,10764
"D0806",Los Angeles - Granada Hills,7163,12309,188,323,58191
"D0806",Los Angeles - Green Meadows,4160,19344,54,251,21505
"D0806",Los Angeles - Hancock Park,1205,7072,7,41,17039
"D0806",Los Angeles - Harbor City,2797,9622,35,120,29070
"D0806",Los Angeles - Harbor Gateway,5303,12163,75,172,43600
"D0806",Los Angeles - Harbor Pines,193,8012,1,42,2409
"D0806",Los Angeles - Harvard Heights,2708,15015,72,399,18035
"D0806",Los Angeles - Harvard Park,7607,20053,99,261,37935
"D0806",Los Angeles - Highland Park,6119,12645,106,219,48391
"D0806",Los Angeles - Historic Filipinotown,2188,15775,80,577,13870
"D0806",Los Angeles - Hollywood,6607,9680,69,101,68254
"D0806",Los Angeles - Hollywood Hills,1950,6625,27,92,29434
"D0806",Los Angeles - Hyde Park,4089,14327,80,280,28541
"D0806",Los Angeles - Jefferson Park,1239,15347,13,161,8073
"D0806",Los Angeles - Koreatown,5882,11379,125,242,51693
"D0806",Los Angeles - Lafayette Square,570,12503,10,219,4559
"D0806",Los Angeles - Lake Balboa,5786,13709,61,145,42206
"D0806",Los Angeles - Lakeview Terrace,2424,18457,42,320,13133
"D0806",Los Angeles - Leimert Park,1791,11756,23,151,15235
"D0806",Los Angeles - Lincoln Heights,5344,16394,168,515,32597
"D0806",Los Angeles - Little Armenia,1225,15265,85,1059,8025
"D0806",Los Angeles - Little Bangladesh,2975,10496,30,106,28343
"D0806",Los Angeles - Little Tokyo,431,13757,11,351,3133
"D0806",Los Angeles - Longwood,617,14336,9,209,4304
"D0806",Los Angeles - Los Feliz,1239,5734,24,111,21608
"D0806",Los Angeles - Manchester Square,1066,12488,11,129,8536
"D0806",Los Angeles - Mandeville Canyon,185,5922,1,32,3124
"D0806",Los Angeles - Mar Vista,2477,5832,37,87,42471
"D0806",Los Angeles - Marina Peninsula,186,4266,2,46,4360
"D0806",Los Angeles - Melrose,8994,11576,215,277,77696
"D0806",Los Angeles - Mid-city,1378,9168,44,293,15030
"D0806",Los Angeles - Miracle Mile,1217,6767,16,89,17985
"D0806",Los Angeles - Mission Hills,4605,19089,128,531,24124
"D0806",Los Angeles - Mt. Washington,3006,12450,63,261,24145
"D0806",Los Angeles - North Hills,9804,15922,144,234,61575
"D0806",Los Angeles - North Hollywood,22480,14846,355,234,151421
"D0806",Los Angeles - Northridge,8245,11813,178,255,69797
"D0806",Los Angeles - Pacific Palisades,977,4589,16,75,21291
"D0806",Los Angeles - Pacoima,17831,23163,231,300,76979
"D0806",Los Angeles - Palisades Highlands,175,4550,1,26,3846
"D0806",Los Angeles - Palms,2959,6744,61,139,43877
"D0806",Los Angeles - Panorama City,14097,18734,274,364,75250
"D0806",Los Angeles - Park La Brea,769,5663,1,7,13580
"D0806",Los Angeles - Pico-Union,7350,17566,235,562,41842
"D0806",Los Angeles - Playa Del Rey,142,4443,1,31,3196
"D0806",Los Angeles - Playa Vista,719,6568,10,91,10947
"D0806",Los Angeles - Porter Ranch,2780,7812,37,104,35588
"D0806",Los Angeles - Rancho Park,442,6738,2,30,6560
"D0806",Los Angeles - Regent Square,283,10180,3,108,2780
"D0806",Los Angeles - Reseda,12185,15904,295,385,76617
"D0806",Los Angeles - Reseda Ranch,748,16135,3,65,4636
"D0806",Los Angeles - Reynier Village,289,6835,2,47,4228
"D0806",Los Angeles - San Pedro,7968,10210,119,152,78038
"D0806",Los Angeles - Shadow Hills,446,10041,5,113,4442
"D0806",Los Angeles - Sherman Oaks,6884,7890,112,128,87254
"D0806",Los Angeles - Silverlake,3621,8214,122,277,44083
"D0806",Los Angeles - South Carthay,840,7928,6,57,10595
"D0806",Los Angeles - South Park,7623,20081,111,292,37961
"D0806",Los Angeles - St Elmo Village,730,15925,42,916,4584
"D0806",Los Angeles - Studio City,1658,7389,48,214,22440
"D0806",Los Angeles - Sun Valley,9975,19006,151,288,52483
"D0806",Los Angeles - Sunland,2467,12088,57,279,20408
"D0806",Los Angeles - Sycamore Square,41,6337,2,309,647
"D0806",Los Angeles - Sylmar,16947,20567,247,300,82398
"D0806",Los Angeles - Tarzana,3601,11663,80,259,30876
"D0806",Los Angeles - Temple-Beaudry,5379,13624,110,279,39482
"D0806",Los Angeles - Thai Town,1005,10246,20,204,9809
"D0806",Los Angeles - Toluca Lake,632,7261,4,46,8704
"D0806",Los Angeles - Toluca Terrace,157,12021,7,536,1306
"D0806",Los Angeles - Toluca Woods,125,6728,0,0,1858
"D0806",Los Angeles - Tujunga,3170,11399,68,245,27810
"D0806",Los Angeles - University Hills,290,8457,1,29,3429
"D0806",Los Angeles - University Park,3742,13629,61,222,27456
"D0806",Los Angeles - Valley Glen,4165,13876,73,243,30016
"D0806",Los Angeles - Valley Village,2365,9567,83,336,24720
"D0806",Los Angeles - Van Nuys,15395,16519,337,362,93194
"D0806",Los Angeles - Venice,2176,6422,13,38,33885
"D0806",Los Angeles - Vermont Knolls,3029,17610,57,331,17200
"D0806",Los Angeles - Vermont Square,1569,20491,25,326,7657
"D0806",Los Angeles - Vermont Vista,7967,19344,105,255,41186
"D0806",Los Angeles - Vernon Central,11407,21937,165,317,51998
"D0806",Los Angeles - Victoria Park,1106,13168,12,143,8399
