date,name,Cases,Case Rate,population
"D0427",City of Agoura Hills,30,143.66,20883
"D0427",City of Alhambra,82,94.55,86724
"D0427",City of Arcadia,37,64.06,57754
"D0427",City of Artesia,13,77.4,16795
"D0427",City of Avalon,0,0,3869
"D0427",City of Azusa,61,121.9,50040
"D0427",City of Baldwin Park,77,100.3,76769
"D0427",City of Bell,119,327.53,36332
"D0427",City of Bell Gardens,90,208.96,43071
"D0427",City of Bellflower,114,146.65,77735
"D0427",City of Beverly Hills,105,304.17,34520
"D0427",City of Bradbury,1,93.55,1069
"D0427",City of Burbank,226,210.86,107180
"D0427",City of Calabasas,35,143.9,24323
"D0427",City of Carson,228,242.95,93846
"D0427",City of Cerritos,49,97.87,50067
"D0427",City of Claremont,22,60.3,36484
"D0427",City of Commerce,11,84.17,13069
"D0427",City of Compton,190,190.18,99904
"D0427",City of Covina,86,175.4,49032
"D0427",City of Cudahy,63,258.76,24347
"D0427",City of Culver City,58,145.49,39865
"D0427",City of Diamond Bar,34,59.12,57515
"D0427",City of Downey,195,170.66,114263
"D0427",City of Duarte,52,236.19,22016
"D0427",City of El Monte,133,113.41,117269
"D0427",City of El Segundo,27,160.85,16786
"D0427",City of Gardena,142,231.61,61310
"D0427",City of Glendale,502,243.11,206493
"D0427",City of Glendora,42,79.6,52764
"D0427",City of Hawaiian Gardens,9,61.32,14676
"D0427",City of Hawthorne,161,181.33,88787
"D0427",City of Hermosa Beach,23,116.93,19670
"D0427",City of Hidden Hills,0,0,1890
"D0427",City of Huntington Park,132,221.91,59484
"D0427",City of Industry,1,228.83,437
"D0427",City of Inglewood,290,255.32,113582
"D0427",City of Irwindale,2,137.08,1459
"D0427",City of La Canada Flintridge,37,178.8,20693
"D0427",City of La Habra Heights,2,36.66,5455
"D0427",City of La Mirada,55,110.89,49599
"D0427",City of La Puente,36,88.46,40697
"D0427",City of La Verne,16,48.07,33282
"D0427",City of Lakewood,75,93.33,80362
"D0427",City of Lancaster,280,173.3,161570
"D0427",City of Lawndale,53,157.67,33614
"D0427",City of Lomita,32,154.37,20729
"D0427",City of Lynwood,163,226.24,72047
"D0427",City of Malibu,28,216.03,12961
"D0427",City of Manhattan Beach,66,183.34,35999
"D0427",City of Maywood,60,213.91,28049
"D0427",City of Monrovia,39,100.52,38800
