date,name,Cases,Case Rate,population
"D0510",City of Agoura Hills,31,148.45,20883
"D0510",City of Alhambra,120,138.37,86724
"D0510",City of Arcadia,54,93.5,57754
"D0510",City of Artesia,15,89.31,16795
"D0510",City of Avalon,0,0,3869
"D0510",City of Azusa,103,205.84,50040
"D0510",City of Baldwin Park,152,198,76769
"D0510",City of Bell,154,423.87,36332
"D0510",City of Bell Gardens,136,315.76,43071
"D0510",City of Bellflower,182,234.13,77735
"D0510",City of Beverly Hills,119,344.73,34520
"D0510",City of Bradbury,2,187.09,1069
"D0510",City of Burbank,304,283.64,107180
"D0510",City of Calabasas,47,193.23,24323
"D0510",City of Carson,302,321.8,93846
"D0510",City of Cerritos,69,137.82,50067
"D0510",City of Claremont,29,79.49,36484
"D0510",City of Commerce,19,145.38,13069
"D0510",City of Compton,287,287.28,99904
"D0510",City of Covina,108,220.26,49032
"D0510",City of Cudahy,98,402.51,24347
"D0510",City of Culver City,118,296,39865
"D0510",City of Diamond Bar,44,76.5,57515
"D0510",City of Downey,294,257.3,114263
"D0510",City of Duarte,85,386.08,22016
"D0510",City of El Monte,240,204.66,117269
"D0510",City of El Segundo,30,178.72,16786
"D0510",City of Gardena,185,301.75,61310
"D0510",City of Glendale,738,357.4,206493
"D0510",City of Glendora,71,134.56,52764
"D0510",City of Hawaiian Gardens,12,81.77,14676
"D0510",City of Hawthorne,256,288.33,88787
"D0510",City of Hermosa Beach,25,127.1,19670
"D0510",City of Hidden Hills,1,52.91,1890
"D0510",City of Huntington Park,206,346.31,59484
"D0510",City of Industry,10,2288.33,437
"D0510",City of Inglewood,420,369.78,113582
"D0510",City of Irwindale,3,205.62,1459
"D0510",City of La Canada Flintridge,43,207.8,20693
"D0510",City of La Habra Heights,4,73.33,5455
"D0510",City of La Mirada,76,153.23,49599
"D0510",City of La Puente,54,132.69,40697
"D0510",City of La Verne,22,66.1,33282
"D0510",City of Lakewood,104,129.41,80362
"D0510",City of Lancaster,420,259.95,161570
"D0510",City of Lawndale,81,240.97,33614
"D0510",City of Lomita,41,197.79,20729
"D0510",City of Lynwood,276,383.08,72047
"D0510",City of Malibu,32,246.89,12961
"D0510",City of Manhattan Beach,69,191.67,35999
"D0510",City of Maywood,90,320.87,28049
"D0510",City of Monrovia,91,234.54,38800
"D0510",City of Montebello,215,333.98,64375
"D0510",City of Monterey Park,108,173.46,62262
"D0510",City of Norwalk,250,232.29,107622
"D0510",City of Palmdale,504,317.04,158968
"D0510",City of Palos Verdes Estates,40,295.81,13522
"D0510",City of Paramount,178,317.73,56023
"D0510",City of Pico Rivera,263,409.12,64284
"D0510",City of Pomona,265,169.95,155931
"D0510",City of Rancho Palos Verdes,75,175.45,42747
"D0510",City of Redondo Beach,120,174.68,68697
"D0510",City of Rolling Hills,2,103.09,1940
"D0510",City of Rolling Hills Estates,13,160.24,8113
"D0510",City of Rosemead,55,99.37,55350
"D0510",City of San Dimas,35,101.4,34516
"D0510",City of San Fernando,132,536.32,24612
"D0510",City of San Gabriel,54,131.86,40954
"D0510",City of San Marino,15,112.98,13277
"D0510",City of Santa Clarita,496,225.02,220424
"D0510",City of Santa Fe Springs,31,168.81,18364
"D0510",City of Santa Monica,209,226.08,92446
"D0510",City of Sierra Madre,6,54.6,10989
"D0510",City of Signal Hill,9,76.29,11797
"D0510",City of South El Monte,43,205.89,20885
"D0510",City of South Gate,314,319.9,98155
"D0510",City of South Pasadena,100,383.83,26053
"D0510",City of Temple City,84,230.42,36455
"D0510",City of Torrance,315,211.03,149268
"D0510",City of Vernon,1,478.47,209
"D0510",City of Walnut,27,88.43,30532
"D0510",City of West Covina,175,161.69,108235
"D0510",City of West Hollywood,147,397.82,36951
"D0510",City of Westlake Village,6,71.77,8360
"D0510",City of Whittier,175,200.16,87432
"D0510",Los Angeles,15568,384.91
"D0510",Los Angeles - Adams-Normandie,33,402.34,8202
"D0510",Los Angeles - Alsace,36,289.27,12445
"D0510",Los Angeles - Angeles National Forest,0,0,40
"D0510",Los Angeles - Angelino Heights,11,439.65,2502
"D0510",Los Angeles - Arleta,161,468.43,34370
"D0510",Los Angeles - Atwater Village,34,231.83,14666
"D0510",Los Angeles - Baldwin Hills,93,298.8,31125
"D0510",Los Angeles - Bel Air,31,367.78,8429
"D0510",Los Angeles - Beverly Crest,35,279.44,12525
"D0510",Los Angeles - Beverlywood,34,258.1,13173
"D0510",Los Angeles - Boyle Heights,325,374.06,86884
"D0510",Los Angeles - Brentwood,69,222.9,30955
"D0510",Los Angeles - Brookside,0,0,581
"D0510",Los Angeles - Cadillac-Corning,22,308.95,7121
"D0510",Los Angeles - Canoga Park,378,578.96,65289
"D0510",Los Angeles - Carthay,69,480.4,14363
"D0510",Los Angeles - Central,187,479.59,38992
"D0510",Los Angeles - Century City,32,250.16,12792
"D0510",Los Angeles - Century Palms/Cove,129,382.04,33766
"D0510",Los Angeles - Chatsworth,122,329.19,37061
"D0510",Los Angeles - Cheviot Hills,18,196.27,9171
"D0510",Los Angeles - Chinatown,10,124.67,8021
"D0510",Los Angeles - Cloverdale/Cochran,45,309.21,14553
"D0510",Los Angeles - Country Club Park,77,508.15,15153
"D0510",Los Angeles - Crenshaw District,58,419.41,13829
"D0510",Los Angeles - Crestview,75,659.75,11368
"D0510",Los Angeles - Del Rey,58,193.75,29936
"D0510",Los Angeles - Downtown,88,319.92,27507
"D0510",Los Angeles - Eagle Rock,122,308.17,39589
"D0510",Los Angeles - East Hollywood,164,559.98,29287
"D0510",Los Angeles - Echo Park,29,203.42,14256
"D0510",Los Angeles - El Sereno,124,296.59,41808
"D0510",Los Angeles - Elysian Park,11,192.58,5712
"D0510",Los Angeles - Elysian Valley,29,285.12,10171
"D0510",Los Angeles - Encino,101,223.59,45172
"D0510",Los Angeles - Exposition,5,150.33,3326
"D0510",Los Angeles - Exposition Park,167,371.8,44917
"D0510",Los Angeles - Faircrest Heights,4,111.11,3600
"D0510",Los Angeles - Figueroa Park Square,24,275.2,8721
"D0510",Los Angeles - Florence-Firestone,191,402.57,47445
