date,name,Cases,Case Rate,Deaths,Death Rate,population
"D1206",City of Agoura Hills,344,1647,7,34,20883
"D1206",City of Alhambra,2224,2564,35,40,86724
"D1206",City of Arcadia,942,1631,40,69,57754
"D1206",City of Artesia,684,4073,14,83,16795
"D1206",City of Avalon,5,129,0,0,3869
"D1206",City of Azusa,2486,4968,31,62,50040
"D1206",City of Baldwin Park,4958,6458,112,146,76769
"D1206",City of Bell,2534,6975,47,129,36332
"D1206",City of Bell Gardens,3281,7618,33,77,43071
"D1206",City of Bellflower,3799,4887,66,85,77735
"D1206",City of Beverly Hills,1112,3221,11,32,34520
"D1206",City of Bradbury,29,2713,0,0,1069
"D1206",City of Burbank,3117,2908,95,89,107180
"D1206",City of Calabasas,474,1949,13,53,24323
"D1206",City of Carson,3086,3288,64,68,93846
"D1206",City of Cerritos,955,1907,17,34,50067
"D1206",City of Claremont,808,2215,11,30,36484
"D1206",City of Commerce,1011,7736,14,107,13069
"D1206",City of Compton,6395,6401,81,81,99904
"D1206",City of Covina,2335,4762,62,126,49032
"D1206",City of Cudahy,1831,7520,18,74,24347
"D1206",City of Culver City,726,1821,35,88,39865
"D1206",City of Diamond Bar,1084,1885,16,28,57515
"D1206",City of Downey,6961,6092,102,89,114263
"D1206",City of Duarte,908,4124,37,168,22016
"D1206",City of El Monte,7041,6004,194,165,117269
"D1206",City of El Segundo,228,1358,1,6,16786
"D1206",City of Gardena,2026,3305,66,108,61310
"D1206",City of Glendale,7042,3410,203,98,206493
"D1206",City of Glendora,1936,3669,82,155,52764
"D1206",City of Hawaiian Gardens,847,5771,3,20,14676
"D1206",City of Hawthorne,3419,3851,60,68,88787
"D1206",City of Hermosa Beach,401,2039,4,20,19670
"D1206",City of Hidden Hills,31,1640,0,0,1890
"D1206",City of Huntington Park,4491,7550,66,111,59484
"D1206",City of Industry,60,13730,2,458,437
"D1206",City of Inglewood,4734,4168,102,90,113582
"D1206",City of Irwindale,104,7128,2,137,1459
"D1206",City of La Canada Flintridge,296,1430,6,29,20693
"D1206",City of La Habra Heights,70,1283,1,18,5455
"D1206",City of La Mirada,1500,3024,28,56,49599
"D1206",City of La Puente,2607,6406,30,74,40697
"D1206",City of La Verne,973,2924,16,48,33282
"D1206",City of Lakewood,2221,2764,16,20,80362
"D1206",City of Lancaster,7606,4708,80,50,161570
"D1206",City of Lawndale,1148,3415,13,39,33614
"D1206",City of Lomita,378,1824,9,43,20729
"D1206",City of Lynwood,5286,7337,117,162,72047
"D1206",City of Malibu,169,1304,3,23,12961
"D1206",City of Manhattan Beach,584,1622,4,11,35999
"D1206",City of Maywood,2124,7572,41,146,28049
"D1206",City of Monrovia,1253,3229,41,106,38800
"D1206",City of Montebello,3911,6075,61,95,64375
"D1206",City of Monterey Park,1587,2549,61,98,62262
"D1206",City of Norwalk,5811,5399,100,93,107622
"D1206",City of Palmdale,8980,5649,85,53,158968
"D1206",City of Palos Verdes Estates,159,1176,2,15,13522
"D1206",City of Paramount,3817,6813,33,59,56023
"D1206",City of Pico Rivera,4298,6686,88,137,64284
"D1206",City of Pomona,9883,6338,159,102,155931
"D1206",City of Rancho Palos Verdes,482,1128,11,26,42747
"D1206",City of Redondo Beach,1040,1514,13,19,68697
"D1206",City of Rolling Hills,16,825,0,0,1940
"D1206",City of Rolling Hills Estates,79,974,3,37,8113
"D1206",City of Rosemead,1601,2893,33,60,55350
"D1206",City of San Dimas,1114,3227,17,49,34516
"D1206",City of San Fernando,1947,7911,24,98,24612
"D1206",City of San Gabriel,1139,2781,102,249,40954
"D1206",City of San Marino,145,1092,3,23,13277
"D1206",City of Santa Clarita,7219,3275,69,31,220424
"D1206",City of Santa Fe Springs,988,5380,10,54,18364
"D1206",City of Santa Monica,1694,1832,50,54,92446
"D1206",City of Sierra Madre,164,1492,5,46,10989
"D1206",City of Signal Hill,434,3679,4,34,11797
"D1206",City of South El Monte,1357,6497,18,86,20885
"D1206",City of South Gate,7166,7301,83,85,98155
"D1206",City of South Pasadena,483,1854,27,104,26053
"D1206",City of Temple City,881,2417,48,132,36455
"D1206",City of Torrance,2327,1559,77,52,149268
"D1206",City of Vernon,27,12919,0,0,209
"D1206",City of Walnut,603,1975,5,16,30532
"D1206",City of West Covina,4887,4515,76,70,108235
"D1206",City of West Hollywood,1006,2723,9,24,36951
"D1206",City of Westlake Village,58,694,0,0,8360
"D1206",City of Whittier,4236,4845,62,71,87432
