date,name,Cases,Case Rate,population
"D0421",City of Alhambra,62,71.49,86724
"D0421",City of Arcadia,34,58.87,57754
"D0421",City of Artesia,12,71.45,16795
"D0421",City of Avalon,0,0,3869
"D0421",City of Azusa,37,73.94,50040
"D0421",City of Baldwin Park,57,74.25,76769
"D0421",City of Bell,109,300.01,36332
"D0421",City of Bell Gardens,70,162.52,43071
"D0421",City of Bellflower,87,111.92,77735
"D0421",City of Beverly Hills,100,289.69,34520
"D0421",City of Bradbury,--,--,1069
"D0421",City of Burbank,170,158.61,107180
"D0421",City of Calabasas,31,127.45,24323
"D0421",City of Carson,191,203.52,93846
"D0421",City of Cerritos,44,87.88,50067
"D0421",City of Claremont,21,57.56,36484
"D0421",City of Commerce,10,76.52,13069
"D0421",City of Compton,140,140.13,99904
"D0421",City of Covina,71,144.8,49032
"D0421",City of Cudahy,49,201.26,24347
"D0421",City of Culver City,45,112.88,39865
"D0421",City of Diamond Bar,28,48.68,57515
"D0421",City of Downey,155,135.65,114263
"D0421",City of Duarte,45,204.4,22016
"D0421",City of El Monte,96,81.86,117269
"D0421",City of El Segundo,24,142.98,16786
"D0421",City of Gardena,126,205.51,61310
"D0421",City of Glendale,389,188.38,206493
"D0421",City of Glendora,37,70.12,52764
"D0421",City of Hawaiian Gardens,9,61.32,14676
"D0421",City of Hawthorne,140,157.68,88787
"D0421",City of Hermosa Beach,22,111.85,19670
"D0421",City of Hidden Hills,0,0,1890
"D0421",City of Huntington Park,95,159.71,59484
"D0421",City of Industry,--,--,437
"D0421",City of Inglewood,228,200.74,113582
"D0421",City of Irwindale,--,--,1459
"D0421",City of La Canada Flintridge,35,169.14,20693
"D0421",City of La Habra Heights,--,--,5455
"D0421",City of La Mirada,42,84.68,49599
"D0421",City of La Puente,31,76.17,40697
"D0421",City of La Verne,14,42.06,33282
"D0421",City of Lakewood,69,85.86,80362
"D0421",City of Lancaster,197,121.93,161570
"D0421",City of Lawndale,45,133.87,33614
"D0421",City of Lomita,30,144.72,20729
"D0421",City of Lynwood,132,183.21,72047
"D0421",City of Malibu,26,200.6,12961
"D0421",City of Manhattan Beach,63,175,35999
"D0421",City of Maywood,47,167.56,28049
"D0421",City of Monrovia,26,67.01,38800
"D0421",City of Montebello,96,149.13,64375
"D0421",City of Monterey Park,50,80.31,62262
"D0421",City of Norwalk,135,125.44,107622
"D0421",City of Palmdale,299,188.09,158968
"D0421",City of Palos Verdes Estates,36,266.23,13522
"D0421",City of Paramount,100,178.5,56023
"D0421",City of Pico Rivera,113,175.78,64284
"D0421",City of Pomona,110,70.54,155931
"D0421",City of Rancho Palos Verdes,50,116.97,42747
"D0421",City of Redondo Beach,94,136.83,68697
