date,name,Cases,Case Rate,population
"D0425",City of Agoura Hills,30,143.66,20883
"D0425",City of Alhambra,68,78.41,86724
"D0425",City of Arcadia,36,62.33,57754
"D0425",City of Artesia,13,77.4,16795
"D0425",City of Avalon,0,0,3869
"D0425",City of Azusa,49,97.92,50040
"D0425",City of Baldwin Park,72,93.79,76769
"D0425",City of Bell,116,319.28,36332
"D0425",City of Bell Gardens,82,190.38,43071
"D0425",City of Bellflower,106,136.36,77735
"D0425",City of Beverly Hills,104,301.27,34520
"D0425",City of Bradbury,1,93.55,1069
"D0425",City of Burbank,219,204.33,107180
"D0425",City of Calabasas,34,139.79,24323
"D0425",City of Carson,211,224.84,93846
"D0425",City of Cerritos,48,95.87,50067
"D0425",City of Claremont,22,60.3,36484
"D0425",City of Commerce,10,76.52,13069
"D0425",City of Compton,175,175.17,99904
"D0425",City of Covina,84,171.32,49032
"D0425",City of Cudahy,60,246.44,24347
"D0425",City of Culver City,58,145.49,39865
"D0425",City of Diamond Bar,33,57.38,57515
"D0425",City of Downey,187,163.66,114263
"D0425",City of Duarte,47,213.48,22016
"D0425",City of El Monte,122,104.03,117269
"D0425",City of El Segundo,27,160.85,16786
"D0425",City of Gardena,135,220.19,61310
"D0425",City of Glendale,481,232.94,206493
"D0425",City of Glendora,39,73.91,52764
"D0425",City of Hawaiian Gardens,9,61.32,14676
"D0425",City of Hawthorne,155,174.58,88787
"D0425",City of Hermosa Beach,23,116.93,19670
"D0425",City of Hidden Hills,0,0,1890
"D0425",City of Huntington Park,122,205.1,59484
"D0425",City of Industry,1,228.83,437
"D0425",City of Inglewood,270,237.71,113582
"D0425",City of Irwindale,2,137.08,1459
"D0425",City of La Canada Flintridge,38,183.64,20693
"D0425",City of La Habra Heights,2,36.66,5455
"D0425",City of La Mirada,49,98.79,49599
"D0425",City of La Puente,34,83.54,40697
"D0425",City of La Verne,16,48.07,33282
"D0425",City of Lakewood,74,92.08,80362
"D0425",City of Lancaster,255,157.83,161570
"D0425",City of Lawndale,50,148.75,33614
"D0425",City of Lomita,32,154.37,20729
"D0425",City of Lynwood,157,217.91,72047
"D0425",City of Malibu,28,216.03,12961
"D0425",City of Manhattan Beach,64,177.78,35999
"D0425",City of Maywood,53,188.96,28049
"D0425",City of Monrovia,36,92.78,38800
"D0425",City of Montebello,110,170.87,64375
"D0425",City of Monterey Park,64,102.79,62262
"D0425",City of Norwalk,165,153.31,107622
"D0425",City of Palmdale,352,221.43,158968
"D0425",City of Palos Verdes Estates,37,273.63,13522
"D0425",City of Paramount,113,201.7,56023
"D0425",City of Pico Rivera,140,217.78,64284
"D0425",City of Pomona,132,84.65,155931
"D0425",City of Rancho Palos Verdes,51,119.31,42747
"D0425",City of Redondo Beach,99,144.11,68697
"D0425",City of Rolling Hills,1,51.55,1940
"D0425",City of Rolling Hills Estates,13,160.24,8113
"D0425",City of Rosemead,28,50.59,55350
"D0425",City of San Dimas,25,72.43,34516
"D0425",City of San Fernando,68,276.29,24612
"D0425",City of San Gabriel,28,68.37,40954
"D0425",City of San Marino,11,82.85,13277
"D0425",City of Santa Clarita,306,138.82,220424
"D0425",City of Santa Fe Springs,17,92.57,18364
"D0425",City of Santa Monica,150,162.26,92446
"D0425",City of Sierra Madre,5,45.5,10989
"D0425",City of Signal Hill,7,59.34,11797
"D0425",City of South El Monte,14,67.03,20885
"D0425",City of South Gate,213,217,98155
"D0425",City of South Pasadena,60,230.3,26053
"D0425",City of Temple City,46,126.18,36455
"D0425",City of Torrance,236,158.1,149268
"D0425",City of Vernon,0,0,209
"D0425",City of Walnut,22,72.06,30532
"D0425",City of West Covina,104,96.09,108235
"D0425",City of West Hollywood,131,354.52,36951
"D0425",City of Westlake Village,6,71.77,8360
"D0425",City of Whittier,99,113.23,87432
"D0425",Los Angeles,8896,219.95
"D0425",Los Angeles - Adams-Normandie,24,292.61,8202
"D0425",Los Angeles - Alsace,25,200.88,12445
"D0425",Los Angeles - Angeles National Forest,0,0,40
"D0425",Los Angeles - Angelino Heights,6,239.81,2502
"D0425",Los Angeles - Arleta,76,221.12,34370
"D0425",Los Angeles - Atwater Village,21,143.19,14666
"D0425",Los Angeles - Baldwin Hills,51,163.86,31125
"D0425",Los Angeles - Bel Air,28,332.19,8429
"D0425",Los Angeles - Beverly Crest,32,255.49,12525
"D0425",Los Angeles - Beverlywood,30,227.74,13173
"D0425",Los Angeles - Boyle Heights,157,180.7,86884
"D0425",Los Angeles - Brentwood,63,203.52,30955
"D0425",Los Angeles - Brookside,0,0,581
"D0425",Los Angeles - Cadillac-Corning,15,210.64,7121
"D0425",Los Angeles - Canoga Park,200,306.33,65289
"D0425",Los Angeles - Carthay,62,431.66,14363
"D0425",Los Angeles - Central,96,246.2,38992
"D0425",Los Angeles - Century City,30,234.52,12792
"D0425",Los Angeles - Century Palms/Cove,72,213.23,33766
"D0425",Los Angeles - Chatsworth,70,188.88,37061
"D0425",Los Angeles - Cheviot Hills,16,174.46,9171
"D0425",Los Angeles - Chinatown,9,112.21,8021
"D0425",Los Angeles - Cloverdale/Cochran,31,213.01,14553
"D0425",Los Angeles - Country Club Park,54,356.37,15153
"D0425",Los Angeles - Crenshaw District,44,318.17,13829
"D0425",Los Angeles - Crestview,59,519,11368
"D0425",Los Angeles - Del Rey,46,153.66,29936
"D0425",Los Angeles - Downtown,51,185.41,27507
"D0425",Los Angeles - Eagle Rock,80,202.08,39589
"D0425",Los Angeles - East Hollywood,111,379.01,29287
"D0425",Los Angeles - Echo Park,17,119.25,14256
"D0425",Los Angeles - El Sereno,78,186.57,41808
"D0425",Los Angeles - Elysian Park,9,157.56,5712
"D0425",Los Angeles - Elysian Valley,18,176.97,10171
"D0425",Los Angeles - Encino,75,166.03,45172
"D0425",Los Angeles - Exposition,3,90.2,3326
"D0425",Los Angeles - Exposition Park,109,242.67,44917
"D0425",Los Angeles - Faircrest Heights,2,55.56,3600
"D0425",Los Angeles - Figueroa Park Square,19,217.86,8721
"D0425",Los Angeles - Florence-Firestone,104,219.2,47445
"D0425",Los Angeles - Glassell Park,99,313.25,31604
"D0425",Los Angeles - Gramercy Place,24,222.97,10764
"D0425",Los Angeles - Granada Hills,104,178.72,58191
"D0425",Los Angeles - Green Meadows,49,227.85,21505
"D0425",Los Angeles - Hancock Park,61,358,17039
"D0425",Los Angeles - Harbor City,39,134.16,29070
"D0425",Los Angeles - Harbor Gateway,56,128.44,43600
"D0425",Los Angeles - Harbor Pines,0,0,2409
"D0425",Los Angeles - Harvard Heights,47,260.6,18035
"D0425",Los Angeles - Harvard Park,102,268.88,37935
"D0425",Los Angeles - Highland Park,69,142.59,48391
"D0425",Los Angeles - Historic Filipinotown,51,367.7,13870
"D0425",Los Angeles - Hollywood,175,256.4,68254
"D0425",Los Angeles - Hollywood Hills,56,190.26,29434
"D0425",Los Angeles - Hyde Park,47,164.68,28541
"D0425",Los Angeles - Jefferson Park,14,173.42,8073
"D0425",Los Angeles - Koreatown,115,222.47,51693
"D0425",Los Angeles - Lafayette Square,12,263.22,4559
"D0425",Los Angeles - Lake Balboa,66,156.38,42206
"D0425",Los Angeles - Lakeview Terrace,43,327.42,13133
"D0425",Los Angeles - Leimert Park,29,190.35,15235
"D0425",Los Angeles - Lincoln Heights,53,162.59,32597
"D0425",Los Angeles - Little Armenia,78,971.96,8025
"D0425",Los Angeles - Little Bangladesh,63,222.28,28343
"D0425",Los Angeles - Little Tokyo,5,159.59,3133
"D0425",Los Angeles - Longwood,12,278.81,4304
"D0425",Los Angeles - Los Feliz,31,143.47,21608
"D0425",Los Angeles - Manchester Square,11,128.87,8536
"D0425",Los Angeles - Mandeville Canyon,1,32.01,3124
"D0425",Los Angeles - Mar Vista,51,120.08,42471
