date,name,Cases,Case Rate,population
"D0411",City of Agoura Hills,20,95.77,20883
"D0411",City of Alhambra,33,38.05,86724
"D0411",City of Arcadia,20,34.63,57754
"D0411",City of Artesia,5,29.77,16795
"D0411",City of Avalon,0,0,3869
"D0411",City of Azusa,19,37.97,50040
"D0411",City of Baldwin Park,22,28.66,76769
"D0411",City of Bell,37,101.84,36332
"D0411",City of Bell Gardens,26,60.37,43071
"D0411",City of Bellflower,50,64.32,77735
"D0411",City of Beverly Hills,73,211.47,34520
"D0411",City of Bradbury,0,0,1069
"D0411",City of Burbank,100,93.3,107180
"D0411",City of Calabasas,23,94.56,24323
"D0411",City of Carson,118,125.74,93846
"D0411",City of Cerritos,32,63.91,50067
"D0411",City of Claremont,10,27.41,36484
"D0411",City of Commerce,--,--,13069
"D0411",City of Compton,61,61.06,99904
"D0411",City of Covina,38,77.5,49032
"D0411",City of Cudahy,21,86.25,24347
"D0411",City of Culver City,31,77.76,39865
"D0411",City of Diamond Bar,19,33.03,57515
"D0411",City of Downey,100,87.52,114263
"D0411",City of Duarte,10,45.42,22016
"D0411",City of El Monte,28,23.88,117269
"D0411",City of El Segundo,11,65.53,16786
"D0411",City of Gardena,63,102.76,61310
"D0411",City of Glendale,233,112.84,206493
"D0411",City of Glendora,21,39.8,52764
"D0411",City of Hawaiian Gardens,--,--,14676
"D0411",City of Hawthorne,68,76.59,88787
"D0411",City of Hermosa Beach,17,86.43,19670
"D0411",City of Hidden Hills,0,0,1890
"D0411",City of Huntington Park,41,68.93,59484
"D0411",City of Industry,--,--,437
"D0411",City of Inglewood,112,98.61,113582
"D0411",City of Irwindale,0,0,1459
"D0411",City of La Canada Flintridge,20,96.65,20693
"D0411",City of La Habra Heights,--,--,5455
"D0411",City of La Mirada,21,42.34,49599
"D0411",City of La Puente,19,46.69,40697
"D0411",City of La Verne,8,24.04,33282
"D0411",City of Lakewood,41,51.02,80362
"D0411",City of Lancaster,83,51.37,161570
"D0411",City of Lawndale,25,74.37,33614
"D0411",City of Lomita,19,91.66,20729
"D0411",City of Lynwood,68,94.38,72047
"D0411",City of Malibu,15,115.73,12961
"D0411",City of Manhattan Beach,54,150,35999
"D0411",City of Maywood,26,92.69,28049
"D0411",City of Monrovia,13,33.51,38800
"D0411",City of Montebello,49,76.12,64375
"D0411",City of Monterey Park,30,48.18,62262
