date,name,Cases,Case Rate,population
"D0418",City of Agoura Hills,24,114.93,20883
"D0418",City of Alhambra,44,50.74,86724
"D0418",City of Arcadia,28,48.48,57754
"D0418",City of Artesia,10,59.54,16795
"D0418",City of Avalon,0,0,3869
"D0418",City of Azusa,22,43.96,50040
"D0418",City of Baldwin Park,41,53.41,76769
"D0418",City of Bell,80,220.19,36332
"D0418",City of Bell Gardens,54,125.37,43071
"D0418",City of Bellflower,66,84.9,77735
"D0418",City of Beverly Hills,80,231.75,34520
"D0418",City of Bradbury,--,--,1069
"D0418",City of Burbank,134,125.02,107180
"D0418",City of Calabasas,25,102.78,24323
"D0418",City of Carson,151,160.9,93846
"D0418",City of Cerritos,38,75.9,50067
"D0418",City of Claremont,15,41.11,36484
"D0418",City of Commerce,6,45.91,13069
"D0418",City of Compton,91,91.09,99904
"D0418",City of Covina,58,118.29,49032
"D0418",City of Cudahy,27,110.9,24347
"D0418",City of Culver City,38,95.32,39865
"D0418",City of Diamond Bar,23,39.99,57515
"D0418",City of Downey,126,110.27,114263
"D0418",City of Duarte,30,136.26,22016
"D0418",City of El Monte,52,44.34,117269
"D0418",City of El Segundo,14,83.4,16786
"D0418",City of Gardena,102,166.37,61310
"D0418",City of Glendale,332,160.78,206493
"D0418",City of Glendora,31,58.75,52764
"D0418",City of Hawaiian Gardens,6,40.88,14676
"D0418",City of Hawthorne,94,105.87,88787
"D0418",City of Hermosa Beach,19,96.59,19670
"D0418",City of Hidden Hills,0,0,1890
"D0418",City of Huntington Park,58,97.51,59484
"D0418",City of Industry,--,--,437
"D0418",City of Inglewood,157,138.23,113582
"D0418",City of Irwindale,--,--,1459
"D0418",City of La Canada Flintridge,26,125.65,20693
"D0418",City of La Habra Heights,--,--,5455
"D0418",City of La Mirada,32,64.52,49599
"D0418",City of La Puente,22,54.06,40697
"D0418",City of La Verne,11,33.05,33282
"D0418",City of Lakewood,48,59.73,80362
"D0418",City of Lancaster,120,74.27,161570
"D0418",City of Lawndale,36,107.1,33614
"D0418",City of Lomita,27,130.25,20729
"D0418",City of Lynwood,101,140.19,72047
"D0418",City of Malibu,23,177.46,12961
"D0418",City of Manhattan Beach,58,161.12,35999
"D0418",City of Maywood,36,128.35,28049
"D0418",City of Monrovia,20,51.55,38800
"D0418",City of Montebello,73,113.4,64375
"D0418",City of Monterey Park,39,62.64,62262
"D0418",City of Norwalk,105,97.56,107622
"D0418",City of Palmdale,149,93.73,158968
"D0418",City of Palos Verdes Estates,36,266.23,13522
"D0418",City of Paramount,66,117.81,56023
"D0418",City of Pico Rivera,81,126,64284
"D0418",City of Pomona,72,46.17,155931
"D0418",City of Rancho Palos Verdes,47,109.95,42747
"D0418",City of Redondo Beach,85,123.73,68697
"D0418",City of Rolling Hills,--,--,1940
"D0418",City of Rolling Hills Estates,12,147.91,8113
"D0418",City of Rosemead,16,28.91,55350
"D0418",City of San Dimas,20,57.94,34516
"D0418",City of San Fernando,34,138.14,24612
"D0418",City of San Gabriel,16,39.07,40954
"D0418",City of San Marino,8,60.25,13277
"D0418",City of Santa Clarita,201,91.19,220424
"D0418",City of Santa Fe Springs,13,70.79,18364
"D0418",City of Santa Monica,115,124.4,92446
"D0418",City of Sierra Madre,--,--,10989
"D0418",City of Signal Hill,5,42.38,11797
"D0418",City of South El Monte,--,--,20885
"D0418",City of South Gate,136,138.56,98155
"D0418",City of South Pasadena,28,107.47,26053
"D0418",City of Temple City,24,65.83,36455
"D0418",City of Torrance,194,129.97,149268
"D0418",City of Vernon,0,0,209
"D0418",City of Walnut,15,49.13,30532
"D0418",City of West Covina,59,54.51,108235
"D0418",City of West Hollywood,110,297.69,36951
"D0418",City of Westlake Village,6,71.77,8360
"D0418",City of Whittier,66,75.49,87432
"D0418",Los Angeles,5508,136.18
"D0418",Los Angeles - Adams-Normandie,16,195.07,8202
"D0418",Los Angeles - Alsace,11,88.39,12445
"D0418",Los Angeles - Angelino Heights,--,--,2502
"D0418",Los Angeles - Arleta,42,122.2,34370
"D0418",Los Angeles - Atwater Village,11,75,14666
"D0418",Los Angeles - Baldwin Hills,40,128.51,31125
"D0418",Los Angeles - Bel Air,23,272.87,8429
"D0418",Los Angeles - Beverly Crest,28,223.55,12525
"D0418",Los Angeles - Beverlywood,23,174.6,13173
"D0418",Los Angeles - Boyle Heights,73,84.02,86884
"D0418",Los Angeles - Brentwood,58,187.37,30955
"D0418",Los Angeles - Brookside,0,0,581
"D0418",Los Angeles - Cadillac-Corning,9,126.39,7121
"D0418",Los Angeles - Canoga Park,108,165.42,65289
"D0418",Los Angeles - Carthay,48,334.19,14363
"D0418",Los Angeles - Central,59,151.31,38992
"D0418",Los Angeles - Century City,27,211.07,12792
"D0418",Los Angeles - Century Palms/Cove,36,106.62,33766
"D0418",Los Angeles - Chatsworth,44,118.72,37061
"D0418",Los Angeles - Cheviot Hills,12,130.85,9171
"D0418",Los Angeles - Chinatown,--,--,8021
"D0418",Los Angeles - Cloverdale/Cochran,13,89.33,14553
"D0418",Los Angeles - Country Club Park,32,211.18,15153
"D0418",Los Angeles - Crenshaw District,28,202.47,13829
"D0418",Los Angeles - Crestview,47,413.44,11368
"D0418",Los Angeles - Del Rey,38,126.94,29936
"D0418",Los Angeles - Downtown,31,112.7,27507
"D0418",Los Angeles - Eagle Rock,52,131.35,39589
"D0418",Los Angeles - East Hollywood,69,235.6,29287
"D0418",Los Angeles - Echo Park,11,77.16,14256
"D0418",Los Angeles - El Sereno,51,121.99,41808
"D0418",Los Angeles - Elysian Park,6,105.04,5712
"D0418",Los Angeles - Elysian Valley,10,98.32,10171
"D0418",Los Angeles - Encino,60,132.83,45172
"D0418",Los Angeles - Exposition,--,--,3326
"D0418",Los Angeles - Exposition Park,69,153.62,44917
"D0418",Los Angeles - Faircrest Heights,--,--,3600
"D0418",Los Angeles - Figueroa Park Square,13,149.07,8721
"D0418",Los Angeles - Florence-Firestone,56,118.03,47445
"D0418",Los Angeles - Glassell Park,72,227.82,31604
"D0418",Los Angeles - Gramercy Place,15,139.35,10764
"D0418",Los Angeles - Granada Hills,61,104.83,58191
"D0418",Los Angeles - Green Meadows,23,106.95,21505
"D0418",Los Angeles - Hancock Park,54,316.92,17039
"D0418",Los Angeles - Harbor City,26,89.44,29070
"D0418",Los Angeles - Harbor Gateway,39,89.45,43600
"D0418",Los Angeles - Harbor Pines,0,0,2409
"D0418",Los Angeles - Harvard Heights,29,160.8,18035
"D0418",Los Angeles - Harvard Park,42,110.72,37935
"D0418",Los Angeles - Highland Park,47,97.13,48391
"D0418",Los Angeles - Historic Filipinotown,28,201.87,13870
"D0418",Los Angeles - Hollywood,131,191.93,68254
"D0418",Los Angeles - Hollywood Hills,50,169.87,29434
"D0418",Los Angeles - Hyde Park,31,108.62,28541
"D0418",Los Angeles - Jefferson Park,5,61.93,8073
"D0418",Los Angeles - Koreatown,71,137.35,51693
"D0418",Los Angeles - Lafayette Square,8,175.48,4559
"D0418",Los Angeles - Lake Balboa,45,106.62,42206
"D0418",Los Angeles - Lakeview Terrace,21,159.9,13133
"D0418",Los Angeles - Leimert Park,25,164.1,15235
"D0418",Los Angeles - Lincoln Heights,27,82.83,32597
"D0418",Los Angeles - Little Armenia,63,785.05,8025
"D0418",Los Angeles - Little Bangladesh,42,148.18,28343
"D0418",Los Angeles - Little Tokyo,--,--,3133
"D0418",Los Angeles - Longwood,5,116.17,4304
"D0418",Los Angeles - Los Feliz,22,101.81,21608
"D0418",Los Angeles - Manchester Square,--,--,8536
"D0418",Los Angeles - Mandeville Canyon,--,--,3124
"D0418",Los Angeles - Mar Vista,39,91.83,42471
"D0418",Los Angeles - Marina Peninsula,8,183.49,4360
"D0418",Los Angeles - Melrose,239,307.61,77696
"D0418",Los Angeles - Mid-city,27,179.64,15030
"D0418",Los Angeles - Miracle Mile,24,133.44,17985
"D0418",Los Angeles - Mission Hills,37,153.37,24124
"D0418",Los Angeles - Mt. Washington,17,70.41,24145
"D0418",Los Angeles - North Hills,62,100.69,61575
"D0418",Los Angeles - North Hollywood,164,108.31,151421
"D0418",Los Angeles - Northridge,79,113.19,69797
"D0418",Los Angeles - Pacific Palisades,33,155,21291
"D0418",Los Angeles - Pacoima,80,103.92,76979
"D0418",Los Angeles - Palisades Highlands,--,--,3846
"D0418",Los Angeles - Palms,73,166.37,43877
"D0418",Los Angeles - Panorama City,94,124.92,75250
"D0418",Los Angeles - Park La Brea,11,81,13580
"D0418",Los Angeles - Pico-Union,91,217.48,41842
"D0418",Los Angeles - Playa Del Rey,--,--,3196
