date,name,Cases,Case Rate,population
"D0501",City of Agoura Hills,31,148.45,20883
"D0501",City of Alhambra,86,99.17,86724
"D0501",City of Arcadia,43,74.45,57754
"D0501",City of Artesia,14,83.36,16795
"D0501",City of Avalon,0,0,3869
"D0501",City of Azusa,72,143.88,50040
"D0501",City of Baldwin Park,94,122.45,76769
"D0501",City of Bell,135,371.57,36332
"D0501",City of Bell Gardens,109,253.07,43071
"D0501",City of Bellflower,139,178.81,77735
"D0501",City of Beverly Hills,110,318.66,34520
"D0501",City of Bradbury,1,93.55,1069
"D0501",City of Burbank,252,235.12,107180
"D0501",City of Calabasas,38,156.23,24323
"D0501",City of Carson,245,261.07,93846
"D0501",City of Cerritos,55,109.85,50067
"D0501",City of Claremont,24,65.78,36484
"D0501",City of Commerce,13,99.47,13069
"D0501",City of Compton,216,216.21,99904
"D0501",City of Covina,95,193.75,49032
"D0501",City of Cudahy,78,320.37,24347
"D0501",City of Culver City,67,168.07,39865
"D0501",City of Diamond Bar,34,59.12,57515
"D0501",City of Downey,233,203.92,114263
"D0501",City of Duarte,72,327.03,22016
"D0501",City of El Monte,166,141.55,117269
"D0501",City of El Segundo,27,160.85,16786
"D0501",City of Gardena,160,260.97,61310
"D0501",City of Glendale,610,295.41,206493
"D0501",City of Glendora,46,87.18,52764
"D0501",City of Hawaiian Gardens,10,68.14,14676
"D0501",City of Hawthorne,201,226.38,88787
"D0501",City of Hermosa Beach,23,116.93,19670
"D0501",City of Hidden Hills,0,0,1890
"D0501",City of Huntington Park,158,265.62,59484
"D0501",City of Industry,1,228.83,437
"D0501",City of Inglewood,341,300.22,113582
"D0501",City of Irwindale,2,137.08,1459
"D0501",City of La Canada Flintridge,36,173.97,20693
"D0501",City of La Habra Heights,2,36.66,5455
"D0501",City of La Mirada,64,129.03,49599
"D0501",City of La Puente,43,105.66,40697
"D0501",City of La Verne,16,48.07,33282
"D0501",City of Lakewood,84,104.53,80362
"D0501",City of Lancaster,326,201.77,161570
"D0501",City of Lawndale,59,175.52,33614
"D0501",City of Lomita,34,164.02,20729
"D0501",City of Lynwood,199,276.21,72047
"D0501",City of Malibu,30,231.46,12961
"D0501",City of Manhattan Beach,66,183.34,35999
"D0501",City of Maywood,70,249.56,28049
"D0501",City of Monrovia,50,128.87,38800
"D0501",City of Montebello,144,223.69,64375
"D0501",City of Monterey Park,78,125.28,62262
"D0501",City of Norwalk,201,186.76,107622
"D0501",City of Palmdale,422,265.46,158968
"D0501",City of Palos Verdes Estates,37,273.63,13522
"D0501",City of Paramount,143,255.25,56023
"D0501",City of Pico Rivera,186,289.34,64284
"D0501",City of Pomona,182,116.72,155931
"D0501",City of Rancho Palos Verdes,60,140.36,42747
"D0501",City of Redondo Beach,108,157.21,68697
"D0501",City of Rolling Hills,2,103.09,1940
"D0501",City of Rolling Hills Estates,13,160.24,8113
"D0501",City of Rosemead,38,68.65,55350
"D0501",City of San Dimas,29,84.02,34516
"D0501",City of San Fernando,97,394.12,24612
"D0501",City of San Gabriel,30,73.25,40954
"D0501",City of San Marino,11,82.85,13277
"D0501",City of Santa Clarita,387,175.57,220424
"D0501",City of Santa Fe Springs,27,147.03,18364
"D0501",City of Santa Monica,168,181.73,92446
"D0501",City of Sierra Madre,5,45.5,10989
"D0501",City of Signal Hill,8,67.81,11797
"D0501",City of South El Monte,29,138.86,20885
"D0501",City of South Gate,261,265.91,98155
"D0501",City of South Pasadena,91,349.29,26053
"D0501",City of Temple City,50,137.16,36455
"D0501",City of Torrance,277,185.57,149268
"D0501",City of Vernon,1,478.47,209
"D0501",City of Walnut,23,75.33,30532
"D0501",City of West Covina,139,128.42,108235
"D0501",City of West Hollywood,139,376.17,36951
"D0501",City of Westlake Village,6,71.77,8360
"D0501",City of Whittier,123,140.68,87432
"D0501",Los Angeles,11908,294.42
"D0501",Los Angeles - Adams-Normandie,29,353.57,8202
"D0501",Los Angeles - Alsace,32,257.13,12445
"D0501",Los Angeles - Angeles National Forest,0,0,40
"D0501",Los Angeles - Angelino Heights,9,359.71,2502
"D0501",Los Angeles - Arleta,116,337.5,34370
"D0501",Los Angeles - Atwater Village,34,231.83,14666
"D0501",Los Angeles - Baldwin Hills,65,208.84,31125
"D0501",Los Angeles - Bel Air,29,344.05,8429
"D0501",Los Angeles - Beverly Crest,32,255.49,12525
"D0501",Los Angeles - Beverlywood,33,250.51,13173
"D0501",Los Angeles - Boyle Heights,220,253.21,86884
"D0501",Los Angeles - Brentwood,65,209.98,30955
"D0501",Los Angeles - Brookside,0,0,581
"D0501",Los Angeles - Cadillac-Corning,20,280.86,7121
"D0501",Los Angeles - Canoga Park,287,439.58,65289
"D0501",Los Angeles - Carthay,69,480.4,14363
"D0501",Los Angeles - Central,134,343.66,38992
"D0501",Los Angeles - Century City,30,234.52,12792
"D0501",Los Angeles - Century Palms/Cove,97,287.27,33766
"D0501",Los Angeles - Chatsworth,101,272.52,37061
"D0501",Los Angeles - Cheviot Hills,18,196.27,9171
"D0501",Los Angeles - Chinatown,9,112.21,8021
"D0501",Los Angeles - Cloverdale/Cochran,39,267.99,14553
"D0501",Los Angeles - Country Club Park,66,435.56,15153
"D0501",Los Angeles - Crenshaw District,48,347.1,13829
"D0501",Los Angeles - Crestview,65,571.78,11368
"D0501",Los Angeles - Del Rey,51,170.36,29936
"D0501",Los Angeles - Downtown,71,258.12,27507
"D0501",Los Angeles - Eagle Rock,93,234.91,39589
"D0501",Los Angeles - East Hollywood,132,450.71,29287
"D0501",Los Angeles - Echo Park,19,133.28,14256
"D0501",Los Angeles - El Sereno,98,234.4,41808
"D0501",Los Angeles - Elysian Park,9,157.56,5712
"D0501",Los Angeles - Elysian Valley,24,235.96,10171
"D0501",Los Angeles - Encino,85,188.17,45172
"D0501",Los Angeles - Exposition,5,150.33,3326
"D0501",Los Angeles - Exposition Park,138,307.23,44917
"D0501",Los Angeles - Faircrest Heights,2,55.56,3600
"D0501",Los Angeles - Figueroa Park Square,20,229.33,8721
"D0501",Los Angeles - Florence-Firestone,140,295.08,47445
"D0501",Los Angeles - Glassell Park,111,351.22,31604
"D0501",Los Angeles - Gramercy Place,31,288,10764
"D0501",Los Angeles - Granada Hills,123,211.37,58191
"D0501",Los Angeles - Green Meadows,63,292.96,21505
"D0501",Los Angeles - Hancock Park,66,387.35,17039
"D0501",Los Angeles - Harbor City,50,172,29070
"D0501",Los Angeles - Harbor Gateway,73,167.43,43600
"D0501",Los Angeles - Harbor Pines,0,0,2409
"D0501",Los Angeles - Harvard Heights,61,338.23,18035
"D0501",Los Angeles - Harvard Park,133,350.6,37935
"D0501",Los Angeles - Highland Park,95,196.32,48391
"D0501",Los Angeles - Historic Filipinotown,65,468.64,13870
"D0501",Los Angeles - Hollywood,196,287.16,68254
"D0501",Los Angeles - Hollywood Hills,63,214.04,29434
"D0501",Los Angeles - Hyde Park,71,248.76,28541
"D0501",Los Angeles - Jefferson Park,21,260.13,8073
"D0501",Los Angeles - Koreatown,145,280.5,51693
"D0501",Los Angeles - Lafayette Square,14,307.08,4559
"D0501",Los Angeles - Lake Balboa,96,227.46,42206
"D0501",Los Angeles - Lakeview Terrace,56,426.41,13133
"D0501",Los Angeles - Leimert Park,33,216.61,15235
"D0501",Los Angeles - Lincoln Heights,78,239.29,32597
"D0501",Los Angeles - Little Armenia,93,1158.88,8025
"D0501",Los Angeles - Little Bangladesh,76,268.14,28343
"D0501",Los Angeles - Little Tokyo,4,127.67,3133
"D0501",Los Angeles - Longwood,15,348.51,4304
"D0501",Los Angeles - Los Feliz,33,152.72,21608
"D0501",Los Angeles - Manchester Square,13,152.3,8536
"D0501",Los Angeles - Mandeville Canyon,1,32.01,3124
"D0501",Los Angeles - Mar Vista,56,131.85,42471
"D0501",Los Angeles - Marina Peninsula,9,206.42,4360
"D0501",Los Angeles - Melrose,363,467.21,77696
"D0501",Los Angeles - Mid-city,39,259.48,15030
