date,name,Cases,Case Rate,population
"D0507",City of Agoura Hills,31,148.45,20883
"D0507",City of Alhambra,110,126.84,86724
"D0507",City of Arcadia,51,88.31,57754
"D0507",City of Artesia,15,89.31,16795
"D0507",City of Avalon,0,0,3869
"D0507",City of Azusa,96,191.85,50040
"D0507",City of Baldwin Park,128,166.73,76769
"D0507",City of Bell,146,401.85,36332
"D0507",City of Bell Gardens,129,299.51,43071
"D0507",City of Bellflower,171,219.98,77735
"D0507",City of Beverly Hills,116,336.04,34520
"D0507",City of Bradbury,1,93.55,1069
"D0507",City of Burbank,291,271.51,107180
"D0507",City of Calabasas,47,193.23,24323
"D0507",City of Carson,285,303.69,93846
"D0507",City of Cerritos,64,127.83,50067
"D0507",City of Claremont,28,76.75,36484
"D0507",City of Commerce,15,114.78,13069
"D0507",City of Compton,266,266.26,99904
"D0507",City of Covina,105,214.15,49032
"D0507",City of Cudahy,96,394.3,24347
"D0507",City of Culver City,93,233.29,39865
"D0507",City of Diamond Bar,41,71.29,57515
"D0507",City of Downey,271,237.17,114263
"D0507",City of Duarte,84,381.54,22016
"D0507",City of El Monte,216,184.19,117269
"D0507",City of El Segundo,30,178.72,16786
"D0507",City of Gardena,177,288.7,61310
"D0507",City of Glendale,697,337.54,206493
"D0507",City of Glendora,64,121.29,52764
"D0507",City of Hawaiian Gardens,11,74.95,14676
"D0507",City of Hawthorne,240,270.31,88787
"D0507",City of Hermosa Beach,25,127.1,19670
"D0507",City of Hidden Hills,0,0,1890
"D0507",City of Huntington Park,196,329.5,59484
"D0507",City of Industry,7,1601.83,437
"D0507",City of Inglewood,413,363.61,113582
"D0507",City of Irwindale,2,137.08,1459
"D0507",City of La Canada Flintridge,41,198.13,20693
"D0507",City of La Habra Heights,4,73.33,5455
"D0507",City of La Mirada,75,151.21,49599
"D0507",City of La Puente,50,122.86,40697
"D0507",City of La Verne,18,54.08,33282
"D0507",City of Lakewood,99,123.19,80362
"D0507",City of Lancaster,394,243.86,161570
"D0507",City of Lawndale,75,223.12,33614
"D0507",City of Lomita,40,192.97,20729
"D0507",City of Lynwood,255,353.94,72047
"D0507",City of Malibu,31,239.18,12961
"D0507",City of Manhattan Beach,68,188.89,35999
"D0507",City of Maywood,83,295.91,28049
"D0507",City of Monrovia,77,198.45,38800
"D0507",City of Montebello,204,316.89,64375
"D0507",City of Monterey Park,98,157.4,62262
"D0507",City of Norwalk,236,219.29,107622
"D0507",City of Palmdale,491,308.87,158968
"D0507",City of Palos Verdes Estates,40,295.81,13522
"D0507",City of Paramount,171,305.23,56023
"D0507",City of Pico Rivera,249,387.34,64284
"D0507",City of Pomona,239,153.27,155931
"D0507",City of Rancho Palos Verdes,75,175.45,42747
"D0507",City of Redondo Beach,117,170.31,68697
"D0507",City of Rolling Hills,2,103.09,1940
"D0507",City of Rolling Hills Estates,13,160.24,8113
"D0507",City of Rosemead,50,90.33,55350
"D0507",City of San Dimas,31,89.81,34516
"D0507",City of San Fernando,125,507.88,24612
"D0507",City of San Gabriel,44,107.44,40954
"D0507",City of San Marino,12,90.38,13277
"D0507",City of Santa Clarita,463,210.05,220424
"D0507",City of Santa Fe Springs,31,168.81,18364
"D0507",City of Santa Monica,206,222.83,92446
"D0507",City of Sierra Madre,5,45.5,10989
"D0507",City of Signal Hill,9,76.29,11797
"D0507",City of South El Monte,38,181.95,20885
"D0507",City of South Gate,304,309.71,98155
"D0507",City of South Pasadena,99,379.99,26053
"D0507",City of Temple City,65,178.3,36455
"D0507",City of Torrance,311,208.35,149268
"D0507",City of Vernon,1,478.47,209
"D0507",City of Walnut,25,81.88,30532
"D0507",City of West Covina,164,151.52,108235
"D0507",City of West Hollywood,144,389.71,36951
"D0507",City of Westlake Village,6,71.77,8360
"D0507",City of Whittier,163,186.43,87432
"D0507",Los Angeles,14563,360.06
"D0507",Los Angeles - Adams-Normandie,32,390.15,8202
"D0507",Los Angeles - Alsace,33,265.17,12445
"D0507",Los Angeles - Angeles National Forest,0,0,40
"D0507",Los Angeles - Angelino Heights,10,399.68,2502
"D0507",Los Angeles - Arleta,147,427.7,34370
"D0507",Los Angeles - Atwater Village,34,231.83,14666
"D0507",Los Angeles - Baldwin Hills,85,273.09,31125
"D0507",Los Angeles - Bel Air,31,367.78,8429
"D0507",Los Angeles - Beverly Crest,33,263.47,12525
"D0507",Los Angeles - Beverlywood,33,250.51,13173
"D0507",Los Angeles - Boyle Heights,286,329.17,86884
"D0507",Los Angeles - Brentwood,68,219.67,30955
"D0507",Los Angeles - Brookside,0,0,581
"D0507",Los Angeles - Cadillac-Corning,21,294.9,7121
"D0507",Los Angeles - Canoga Park,365,559.05,65289
"D0507",Los Angeles - Carthay,67,466.48,14363
"D0507",Los Angeles - Central,174,446.25,38992
"D0507",Los Angeles - Century City,30,234.52,12792
"D0507",Los Angeles - Century Palms/Cove,120,355.39,33766
"D0507",Los Angeles - Chatsworth,116,313,37061
"D0507",Los Angeles - Cheviot Hills,18,196.27,9171
"D0507",Los Angeles - Chinatown,10,124.67,8021
"D0507",Los Angeles - Cloverdale/Cochran,44,302.34,14553
"D0507",Los Angeles - Country Club Park,76,501.55,15153
"D0507",Los Angeles - Crenshaw District,55,397.71,13829
"D0507",Los Angeles - Crestview,70,615.76,11368
"D0507",Los Angeles - Del Rey,58,193.75,29936
"D0507",Los Angeles - Downtown,84,305.38,27507
"D0507",Los Angeles - Eagle Rock,108,272.8,39589
"D0507",Los Angeles - East Hollywood,162,553.15,29287
"D0507",Los Angeles - Echo Park,27,189.39,14256
"D0507",Los Angeles - El Sereno,115,275.07,41808
"D0507",Los Angeles - Elysian Park,11,192.58,5712
"D0507",Los Angeles - Elysian Valley,26,255.63,10171
"D0507",Los Angeles - Encino,97,214.73,45172
"D0507",Los Angeles - Exposition,5,150.33,3326
"D0507",Los Angeles - Exposition Park,157,349.53,44917
"D0507",Los Angeles - Faircrest Heights,4,111.11,3600
"D0507",Los Angeles - Figueroa Park Square,23,263.73,8721
"D0507",Los Angeles - Florence-Firestone,177,373.06,47445
"D0507",Los Angeles - Glassell Park,131,414.5,31604
"D0507",Los Angeles - Gramercy Place,40,371.61,10764
"D0507",Los Angeles - Granada Hills,149,256.05,58191
"D0507",Los Angeles - Green Meadows,87,404.56,21505
"D0507",Los Angeles - Hancock Park,70,410.82,17039
"D0507",Los Angeles - Harbor City,57,196.08,29070
"D0507",Los Angeles - Harbor Gateway,81,185.78,43600
"D0507",Los Angeles - Harbor Pines,2,83.02,2409
"D0507",Los Angeles - Harvard Heights,73,404.77,18035
"D0507",Los Angeles - Harvard Park,170,448.13,37935
"D0507",Los Angeles - Highland Park,108,223.18,48391
"D0507",Los Angeles - Historic Filipinotown,79,569.57,13870
"D0507",Los Angeles - Hollywood,212,310.6,68254
"D0507",Los Angeles - Hollywood Hills,68,231.03,29434
"D0507",Los Angeles - Hyde Park,89,311.83,28541
"D0507",Los Angeles - Jefferson Park,23,284.9,8073
"D0507",Los Angeles - Koreatown,170,328.86,51693
"D0507",Los Angeles - Lafayette Square,14,307.08,4559
"D0507",Los Angeles - Lake Balboa,128,303.27,42206
"D0507",Los Angeles - Lakeview Terrace,68,517.78,13133
"D0507",Los Angeles - Leimert Park,39,255.99,15235
