date,name,Cases,Case Rate,population
"D0406",City of Agoura Hills,18,85.03,20883
"D0406",City of Alhambra,22,25.37,86724
"D0406",City of Arcadia,16,28.07,57754
"D0406",City of Artesia,--,--,16795
"D0406",City of Avalon,0,0,3869
"D0406",City of Azusa,13,26.27,50040
"D0406",City of Baldwin Park,11,14.78,76769
"D0406",City of Bell,22,60.12,36332
"D0406",City of Bell Gardens,11,25.69,43071
"D0406",City of Bellflower,37,48.65,77735
"D0406",City of Beverly Hills,65,187.58,34520
"D0406",City of Bradbury,0,0,1069
"D0406",City of Burbank,77,73.55,107180
"D0406",City of Calabasas,20,82.7,24323
"D0406",City of Carson,93,99.21,93846
"D0406",City of Cerritos,23,46.7,50067
"D0406",City of Claremont,6,16.61,36484
"D0406",City of Commerce,0,0,13069
"D0406",City of Compton,36,35.66,99904
"D0406",City of Covina,22,44.78,49032
"D0406",City of Cudahy,16,65.24,24347
"D0406",City of Culver City,27,66.91,39865
"D0406",City of Diamond Bar,13,22.76,57515
"D0406",City of Downey,71,62.38,114263
"D0406",City of Duarte,--,--,22016
"D0406",City of El Monte,21,18.47,117269
"D0406",City of El Segundo,7,42.22,16786
"D0406",City of Gardena,30,49.44,61310
"D0406",City of Glendale,142,70.43,206493
"D0406",City of Glendora,16,30.63,52764
"D0406",City of Hawaiian Gardens,--,--,14676
"D0406",City of Hawthorne,44,50.13,88787
"D0406",City of Hermosa Beach,18,91.32,19670
"D0406",City of Hidden Hills,0,0,1890
"D0406",City of Huntington Park,29,48.73,59484
"D0406",City of Industry,--,--,437
"D0406",City of Inglewood,78,67.03,113582
"D0406",City of Irwindale,0,0,1459
"D0406",City of La Canada Flintridge,14,68.32,20693
"D0406",City of La Habra Heights,0,0,5455
"D0406",City of La Mirada,16,32.35,49599
"D0406",City of La Puente,13,32.2,40697
"D0406",City of La Verne,7,21.14,33282
"D0406",City of Lakewood,32,40.92,80362
"D0406",City of Lancaster,61,38.95,161570
"D0406",City of Lawndale,16,47.93,33614
"D0406",City of Lomita,11,54.43,20729
"D0406",City of Lynwood,43,59.57,72047
"D0406",City of Malibu,9,71.04,12961
"D0406",City of Manhattan Beach,48,136.48,35999
"D0406",City of Maywood,17,60.44,28049
"D0406",City of Monrovia,12,32.03,38800
"D0406",City of Montebello,20,31.38,64375
"D0406",City of Monterey Park,19,31.09,62262
"D0406",City of Norwalk,50,47.68,107622
"D0406",City of Palmdale,46,28.81,158968
"D0406",City of Palos Verdes Estates,25,182.92,13522
"D0406",City of Paramount,26,46.24,56023
"D0406",City of Pico Rivera,32,49.96,64284
"D0406",City of Pomona,30,19.33,155931
"D0406",City of Rancho Palos Verdes,33,76.91,42747
"D0406",City of Redondo Beach,67,96.66,68697
"D0406",City of Rolling Hills,--,--,1940
"D0406",City of Rolling Hills Estates,8,100.06,8113
"D0406",City of Rosemead,9,16.35,55350
"D0406",City of San Dimas,13,38.22,34516
"D0406",City of San Fernando,12,49.05,24612
