date,name,Cases,Case Rate,population
"D0407",City of Agoura Hills,19,89.76,20883
"D0407",City of Alhambra,24,27.68,86724
"D0407",City of Arcadia,17,29.83,57754
"D0407",City of Artesia,--,--,16795
"D0407",City of Avalon,0,0,3869
"D0407",City of Azusa,14,28.29,50040
"D0407",City of Baldwin Park,11,14.78,76769
"D0407",City of Bell,24,65.58,36332
"D0407",City of Bell Gardens,12,28.03,43071
"D0407",City of Bellflower,39,51.28,77735
"D0407",City of Beverly Hills,70,202.01,34520
"D0407",City of Bradbury,0,0,1069
"D0407",City of Burbank,79,75.46,107180
"D0407",City of Calabasas,20,82.7,24323
"D0407",City of Carson,96,102.41,93846
"D0407",City of Cerritos,27,54.82,50067
"D0407",City of Claremont,6,16.61,36484
"D0407",City of Commerce,0,0,13069
"D0407",City of Compton,38,37.64,99904
"D0407",City of Covina,24,48.85,49032
"D0407",City of Cudahy,18,73.39,24347
"D0407",City of Culver City,29,71.87,39865
"D0407",City of Diamond Bar,14,24.51,57515
"D0407",City of Downey,79,69.41,114263
"D0407",City of Duarte,--,--,22016
"D0407",City of El Monte,22,19.34,117269
"D0407",City of El Segundo,8,48.25,16786
"D0407",City of Gardena,37,60.98,61310
"D0407",City of Glendale,154,76.39,206493
"D0407",City of Glendora,17,32.55,52764
"D0407",City of Hawaiian Gardens,--,--,14676
"D0407",City of Hawthorne,49,55.82,88787
"D0407",City of Hermosa Beach,18,91.32,19670
"D0407",City of Hidden Hills,0,0,1890
"D0407",City of Huntington Park,33,55.45,59484
"D0407",City of Industry,--,--,437
"D0407",City of Inglewood,85,73.05,113582
"D0407",City of Irwindale,0,0,1459
"D0407",City of La Canada Flintridge,16,78.08,20693
"D0407",City of La Habra Heights,0,0,5455
"D0407",City of La Mirada,16,32.35,49599
"D0407",City of La Puente,14,34.67,40697
"D0407",City of La Verne,7,21.14,33282
"D0407",City of Lakewood,36,46.04,80362
"D0407",City of Lancaster,64,40.87,161570
"D0407",City of Lawndale,20,59.92,33614
"D0407",City of Lomita,13,64.32,20729
"D0407",City of Lynwood,47,65.11,72047
"D0407",City of Malibu,9,71.04,12961
"D0407",City of Manhattan Beach,51,145.01,35999
"D0407",City of Maywood,20,71.1,28049
"D0407",City of Monrovia,13,34.7,38800
"D0407",City of Montebello,27,42.37,64375
"D0407",City of Monterey Park,21,34.36,62262
"D0407",City of Norwalk,55,52.45,107622
"D0407",City of Palmdale,53,33.19,158968
"D0407",City of Palos Verdes Estates,28,204.87,13522
"D0407",City of Paramount,27,48.02,56023
"D0407",City of Pico Rivera,39,60.89,64284
"D0407",City of Pomona,35,22.55,155931
"D0407",City of Rancho Palos Verdes,34,79.24,42747
"D0407",City of Redondo Beach,68,98.1,68697
"D0407",City of Rolling Hills,--,--,1940
"D0407",City of Rolling Hills Estates,8,100.06,8113
"D0407",City of Rosemead,10,18.16,55350
"D0407",City of San Dimas,14,41.16,34516
"D0407",City of San Fernando,12,49.05,24612
"D0407",City of San Gabriel,13,32.25,40954
"D0407",City of San Marino,5,36.99,13277
"D0407",City of Santa Clarita,112,51.06,220424
"D0407",City of Santa Fe Springs,--,--,18364
"D0407",City of Santa Monica,77,82.43,92446
"D0407",City of Sierra Madre,--,--,10989
"D0407",City of Signal Hill,--,--,11797
"D0407",City of South El Monte,--,--,20885
"D0407",City of South Gate,69,69.18,98155
"D0407",City of South Pasadena,11,42.41,26053
"D0407",City of Temple City,11,30.14,36455
"D0407",City of Torrance,101,68.85,149268
"D0407",City of Vernon,0,0,209
"D0407",City of Walnut,9,29.93,30532
"D0407",City of West Covina,16,14.86,108235
"D0407",City of West Hollywood,96,268.17,36951
"D0407",City of Westlake Village,--,--,8360
"D0407",City of Whittier,30,34.06,87432
"D0407",Los Angeles,3130,77.58
"D0407",Los Angeles - Adams-Normandie,13,153.18,8202
"D0407",Los Angeles - Alsace,--,--,12445
"D0407",Los Angeles - Angelino Heights,0,0,2502
"D0407",Los Angeles - Arleta,20,56.96,34370
"D0407",Los Angeles - Atwater Village,8,54.41,14666
"D0407",Los Angeles - Baldwin Hills,24,80.02,31125
"D0407",Los Angeles - Bel Air,20,243.37,8429
"D0407",Los Angeles - Beverly Crest,26,209.76,12525
"D0407",Los Angeles - Beverlywood,18,135.12,13173
"D0407",Los Angeles - Boyle Heights,42,48.14,86884
"D0407",Los Angeles - Brentwood,49,156.71,30955
"D0407",Los Angeles - Brookside,0,0,581
"D0407",Los Angeles - Cadillac-Corning,--,--,7121
"D0407",Los Angeles - Canoga Park,46,72.22,65289
"D0407",Los Angeles - Carthay,27,201.22,14363
"D0407",Los Angeles - Central,33,84.38,38992
"D0407",Los Angeles - Century City,23,189.89,12792
"D0407",Los Angeles - Century Palms/Cove,21,62.01,33766
"D0407",Los Angeles - Chatsworth,28,77.69,37061
"D0407",Los Angeles - Cheviot Hills,11,118.74,9171
"D0407",Los Angeles - Chinatown,--,--,8021
"D0407",Los Angeles - Cloverdale/Cochran,10,66.64,14553
"D0407",Los Angeles - Country Club Park,15,97.38,15153
"D0407",Los Angeles - Crenshaw District,9,65.44,13829
"D0407",Los Angeles - Crestview,31,270.84,11368
"D0407",Los Angeles - Del Rey,29,99.12,29936
"D0407",Los Angeles - Downtown,20,82.47,27507
"D0407",Los Angeles - Eagle Rock,25,63.82,39589
"D0407",Los Angeles - East Hollywood,18,60.42,29287
"D0407",Los Angeles - Echo Park,9,62.74,14256
"D0407",Los Angeles - El Sereno,22,52.7,41808
"D0407",Los Angeles - Elysian Park,5,86.48,5712
"D0407",Los Angeles - Elysian Valley,--,--,10171
"D0407",Los Angeles - Encino,41,96.4,45172
"D0407",Los Angeles - Exposition,0,0,3326
"D0407",Los Angeles - Exposition Park,35,77.45,44917
