date,name,Cases,Case Rate,population
"D0514",City of Agoura Hills,33,158.02,20883
"D0514",City of Alhambra,143,164.89,86724
"D0514",City of Arcadia,65,112.55,57754
"D0514",City of Artesia,19,113.13,16795
"D0514",City of Avalon,0,0,3869
"D0514",City of Azusa,114,227.82,50040
"D0514",City of Baldwin Park,181,235.77,76769
"D0514",City of Bell,178,489.93,36332
"D0514",City of Bell Gardens,156,362.19,43071
"D0514",City of Bellflower,230,295.88,77735
"D0514",City of Beverly Hills,125,362.11,34520
"D0514",City of Bradbury,2,187.09,1069
"D0514",City of Burbank,338,315.36,107180
"D0514",City of Calabasas,50,205.57,24323
"D0514",City of Carson,335,356.97,93846
"D0514",City of Cerritos,83,165.78,50067
"D0514",City of Claremont,30,82.23,36484
"D0514",City of Commerce,22,168.34,13069
"D0514",City of Compton,334,334.32,99904
"D0514",City of Covina,118,240.66,49032
"D0514",City of Cudahy,114,468.23,24347
"D0514",City of Culver City,123,308.54,39865
"D0514",City of Diamond Bar,47,81.72,57515
"D0514",City of Downey,362,316.81,114263
"D0514",City of Duarte,95,431.5,22016
"D0514",City of El Monte,299,254.97,117269
"D0514",City of El Segundo,31,184.68,16786
"D0514",City of Gardena,204,332.74,61310
"D0514",City of Glendale,817,395.66,206493
"D0514",City of Glendora,86,162.99,52764
"D0514",City of Hawaiian Gardens,20,136.28,14676
"D0514",City of Hawthorne,287,323.25,88787
"D0514",City of Hermosa Beach,25,127.1,19670
"D0514",City of Hidden Hills,1,52.91,1890
"D0514",City of Huntington Park,253,425.32,59484
"D0514",City of Industry,10,2288.33,437
"D0514",City of Inglewood,459,404.11,113582
"D0514",City of Irwindale,4,274.16,1459
"D0514",City of La Canada Flintridge,47,227.13,20693
"D0514",City of La Habra Heights,8,146.65,5455
"D0514",City of La Mirada,108,217.75,49599
"D0514",City of La Puente,64,157.26,40697
"D0514",City of La Verne,24,72.11,33282
"D0514",City of Lakewood,126,156.79,80362
"D0514",City of Lancaster,453,280.37,161570
"D0514",City of Lawndale,82,243.95,33614
"D0514",City of Lomita,45,217.09,20729
"D0514",City of Lynwood,311,431.66,72047
"D0514",City of Malibu,33,254.61,12961
"D0514",City of Manhattan Beach,74,205.56,35999
"D0514",City of Maywood,123,438.52,28049
"D0514",City of Monrovia,114,293.81,38800
"D0514",City of Montebello,241,374.37,64375
"D0514",City of Monterey Park,117,187.92,62262
"D0514",City of Norwalk,279,259.24,107622
"D0514",City of Palmdale,543,341.58,158968
"D0514",City of Palos Verdes Estates,40,295.81,13522
"D0514",City of Paramount,195,348.07,56023
"D0514",City of Pico Rivera,298,463.57,64284
"D0514",City of Pomona,286,183.41,155931
"D0514",City of Rancho Palos Verdes,76,177.79,42747
"D0514",City of Redondo Beach,121,176.14,68697
"D0514",City of Rolling Hills,2,103.09,1940
"D0514",City of Rolling Hills Estates,13,160.24,8113
"D0514",City of Rosemead,65,117.43,55350
"D0514",City of San Dimas,38,110.09,34516
"D0514",City of San Fernando,150,609.46,24612
"D0514",City of San Gabriel,81,197.78,40954
"D0514",City of San Marino,18,135.57,13277
"D0514",City of Santa Clarita,561,254.51,220424
"D0514",City of Santa Fe Springs,36,196.04,18364
"D0514",City of Santa Monica,235,254.2,92446
"D0514",City of Sierra Madre,8,72.8,10989
"D0514",City of Signal Hill,15,127.15,11797
"D0514",City of South El Monte,51,244.19,20885
"D0514",City of South Gate,349,355.56,98155
"D0514",City of South Pasadena,109,418.38,26053
"D0514",City of Temple City,104,285.28,36455
"D0514",City of Torrance,335,224.43,149268
"D0514",City of Vernon,1,478.47,209
"D0514",City of Walnut,32,104.81,30532
"D0514",City of West Covina,199,183.86,108235
"D0514",City of West Hollywood,153,414.06,36951
"D0514",City of Westlake Village,6,71.77,8360
"D0514",City of Whittier,205,234.47,87432
"D0514",Los Angeles,17432,430.99
