date,name,Cases,Case Rate,population
"D0504",City of Agoura Hills,31,148.45,20883
"D0504",City of Alhambra,99,114.16,86724
"D0504",City of Arcadia,46,79.65,57754
"D0504",City of Artesia,15,89.31,16795
"D0504",City of Avalon,0,0,3869
"D0504",City of Azusa,83,165.87,50040
"D0504",City of Baldwin Park,116,151.1,76769
"D0504",City of Bell,137,377.08,36332
"D0504",City of Bell Gardens,117,271.64,43071
"D0504",City of Bellflower,155,199.4,77735
"D0504",City of Beverly Hills,114,330.24,34520
"D0504",City of Bradbury,1,93.55,1069
"D0504",City of Burbank,270,251.91,107180
"D0504",City of Calabasas,46,189.12,24323
"D0504",City of Carson,266,283.44,93846
"D0504",City of Cerritos,60,119.84,50067
"D0504",City of Claremont,27,74.01,36484
"D0504",City of Commerce,12,91.82,13069
"D0504",City of Compton,242,242.23,99904
"D0504",City of Covina,101,205.99,49032
"D0504",City of Cudahy,83,340.9,24347
"D0504",City of Culver City,85,213.22,39865
"D0504",City of Diamond Bar,37,64.33,57515
"D0504",City of Downey,244,213.54,114263
"D0504",City of Duarte,79,358.83,22016
"D0504",City of El Monte,197,167.99,117269
"D0504",City of El Segundo,29,172.76,16786
"D0504",City of Gardena,171,278.91,61310
"D0504",City of Glendale,651,315.26,206493
"D0504",City of Glendora,51,96.66,52764
"D0504",City of Hawaiian Gardens,11,74.95,14676
"D0504",City of Hawthorne,218,245.53,88787
"D0504",City of Hermosa Beach,24,122.01,19670
"D0504",City of Hidden Hills,0,0,1890
"D0504",City of Huntington Park,175,294.2,59484
"D0504",City of Industry,1,228.83,437
"D0504",City of Inglewood,378,332.8,113582
"D0504",City of Irwindale,2,137.08,1459
"D0504",City of La Canada Flintridge,39,188.47,20693
"D0504",City of La Habra Heights,3,55,5455
"D0504",City of La Mirada,71,143.15,49599
"D0504",City of La Puente,47,115.49,40697
"D0504",City of La Verne,18,54.08,33282
"D0504",City of Lakewood,92,114.48,80362
"D0504",City of Lancaster,353,218.48,161570
"D0504",City of Lawndale,70,208.25,33614
"D0504",City of Lomita,38,183.32,20729
"D0504",City of Lynwood,225,312.3,72047
"D0504",City of Malibu,31,239.18,12961
"D0504",City of Manhattan Beach,68,188.89,35999
"D0504",City of Maywood,71,253.13,28049
"D0504",City of Monrovia,57,146.91,38800
"D0504",City of Montebello,164,254.76,64375
"D0504",City of Monterey Park,89,142.94,62262
"D0504",City of Norwalk,221,205.35,107622
"D0504",City of Palmdale,470,295.66,158968
"D0504",City of Palos Verdes Estates,38,281.02,13522
"D0504",City of Paramount,162,289.17,56023
"D0504",City of Pico Rivera,230,357.79,64284
"D0504",City of Pomona,212,135.96,155931
"D0504",City of Rancho Palos Verdes,67,156.74,42747
"D0504",City of Redondo Beach,113,164.49,68697
"D0504",City of Rolling Hills,2,103.09,1940
"D0504",City of Rolling Hills Estates,13,160.24,8113
"D0504",City of Rosemead,43,77.69,55350
"D0504",City of San Dimas,30,86.92,34516
"D0504",City of San Fernando,119,483.5,24612
"D0504",City of San Gabriel,37,90.35,40954
"D0504",City of San Marino,12,90.38,13277
"D0504",City of Santa Clarita,436,197.8,220424
"D0504",City of Santa Fe Springs,29,157.92,18364
"D0504",City of Santa Monica,190,205.53,92446
"D0504",City of Sierra Madre,5,45.5,10989
"D0504",City of Signal Hill,8,67.81,11797
"D0504",City of South El Monte,34,162.8,20885
"D0504",City of South Gate,283,288.32,98155
"D0504",City of South Pasadena,93,356.96,26053
"D0504",City of Temple City,57,156.36,36455
"D0504",City of Torrance,298,199.64,149268
"D0504",City of Vernon,1,478.47,209
