date,name,Cases,Case Rate,population
"D0426",City of Agoura Hills,30,143.66,20883
"D0426",City of Alhambra,75,86.48,86724
"D0426",City of Arcadia,36,62.33,57754
"D0426",City of Artesia,13,77.4,16795
"D0426",City of Avalon,0,0,3869
"D0426",City of Azusa,55,109.91,50040
"D0426",City of Baldwin Park,73,95.09,76769
"D0426",City of Bell,117,322.03,36332
"D0426",City of Bell Gardens,84,195.03,43071
"D0426",City of Bellflower,111,142.79,77735
"D0426",City of Beverly Hills,105,304.17,34520
"D0426",City of Bradbury,1,93.55,1069
"D0426",City of Burbank,222,207.13,107180
"D0426",City of Calabasas,34,139.79,24323
"D0426",City of Carson,220,234.43,93846
"D0426",City of Cerritos,48,95.87,50067
"D0426",City of Claremont,22,60.3,36484
"D0426",City of Commerce,10,76.52,13069
"D0426",City of Compton,183,183.18,99904
"D0426",City of Covina,86,175.4,49032
"D0426",City of Cudahy,60,246.44,24347
"D0426",City of Culver City,58,145.49,39865
"D0426",City of Diamond Bar,34,59.12,57515
"D0426",City of Downey,193,168.91,114263
"D0426",City of Duarte,48,218.02,22016
"D0426",City of El Monte,129,110,117269
"D0426",City of El Segundo,27,160.85,16786
"D0426",City of Gardena,140,228.35,61310
"D0426",City of Glendale,488,236.33,206493
"D0426",City of Glendora,39,73.91,52764
"D0426",City of Hawaiian Gardens,9,61.32,14676
"D0426",City of Hawthorne,160,180.21,88787
"D0426",City of Hermosa Beach,23,116.93,19670
"D0426",City of Hidden Hills,0,0,1890
"D0426",City of Huntington Park,130,218.55,59484
"D0426",City of Industry,1,228.83,437
"D0426",City of Inglewood,285,250.92,113582
"D0426",City of Irwindale,2,137.08,1459
"D0426",City of La Canada Flintridge,37,178.8,20693
"D0426",City of La Habra Heights,2,36.66,5455
"D0426",City of La Mirada,52,104.84,49599
"D0426",City of La Puente,34,83.54,40697
"D0426",City of La Verne,16,48.07,33282
"D0426",City of Lakewood,75,93.33,80362
"D0426",City of Lancaster,275,170.2,161570
"D0426",City of Lawndale,53,157.67,33614
"D0426",City of Lomita,32,154.37,20729
"D0426",City of Lynwood,161,223.47,72047
"D0426",City of Malibu,28,216.03,12961
"D0426",City of Manhattan Beach,65,180.56,35999
"D0426",City of Maywood,55,196.09,28049
"D0426",City of Monrovia,37,95.36,38800
"D0426",City of Montebello,114,177.09,64375
"D0426",City of Monterey Park,64,102.79,62262
"D0426",City of Norwalk,167,155.17,107622
"D0426",City of Palmdale,378,237.78,158968
"D0426",City of Palos Verdes Estates,37,273.63,13522
"D0426",City of Paramount,117,208.84,56023
"D0426",City of Pico Rivera,143,222.45,64284
"D0426",City of Pomona,149,95.56,155931
"D0426",City of Rancho Palos Verdes,52,121.65,42747
"D0426",City of Redondo Beach,102,148.48,68697
"D0426",City of Rolling Hills,1,51.55,1940
"D0426",City of Rolling Hills Estates,13,160.24,8113
"D0426",City of Rosemead,29,52.39,55350
"D0426",City of San Dimas,27,78.22,34516
"D0426",City of San Fernando,77,312.86,24612
"D0426",City of San Gabriel,29,70.81,40954
"D0426",City of San Marino,11,82.85,13277
