date,name,Cases,Case Rate,population
"D0417",City of Agoura Hills,24,114.93,20883
"D0417",City of Alhambra,42,48.43,86724
"D0417",City of Arcadia,28,48.48,57754
"D0417",City of Artesia,10,59.54,16795
"D0417",City of Avalon,0,0,3869
"D0417",City of Azusa,22,43.96,50040
"D0417",City of Baldwin Park,40,52.1,76769
"D0417",City of Bell,78,214.69,36332
"D0417",City of Bell Gardens,52,120.73,43071
"D0417",City of Bellflower,62,79.76,77735
"D0417",City of Beverly Hills,80,231.75,34520
"D0417",City of Bradbury,--,--,1069
"D0417",City of Burbank,134,125.02,107180
"D0417",City of Calabasas,26,106.89,24323
"D0417",City of Carson,149,158.77,93846
"D0417",City of Cerritos,37,73.9,50067
"D0417",City of Claremont,15,41.11,36484
"D0417",City of Commerce,5,38.26,13069
"D0417",City of Compton,85,85.08,99904
"D0417",City of Covina,57,116.25,49032
"D0417",City of Cudahy,27,110.9,24347
"D0417",City of Culver City,37,92.81,39865
"D0417",City of Diamond Bar,22,38.25,57515
"D0417",City of Downey,124,108.52,114263
"D0417",City of Duarte,26,118.1,22016
"D0417",City of El Monte,50,42.64,117269
"D0417",City of El Segundo,14,83.4,16786
"D0417",City of Gardena,96,156.58,61310
"D0417",City of Glendale,326,157.87,206493
"D0417",City of Glendora,29,54.96,52764
"D0417",City of Hawaiian Gardens,6,40.88,14676
"D0417",City of Hawthorne,92,103.62,88787
"D0417",City of Hermosa Beach,19,96.59,19670
"D0417",City of Hidden Hills,0,0,1890
"D0417",City of Huntington Park,56,94.14,59484
"D0417",City of Industry,--,--,437
"D0417",City of Inglewood,152,133.82,113582
"D0417",City of Irwindale,--,--,1459
"D0417",City of La Canada Flintridge,26,125.65,20693
"D0417",City of La Habra Heights,--,--,5455
"D0417",City of La Mirada,31,62.5,49599
"D0417",City of La Puente,21,51.6,40697
"D0417",City of La Verne,11,33.05,33282
"D0417",City of Lakewood,47,58.49,80362
"D0417",City of Lancaster,114,70.56,161570
"D0417",City of Lawndale,36,107.1,33614
"D0417",City of Lomita,27,130.25,20729
"D0417",City of Lynwood,99,137.41,72047
"D0417",City of Malibu,21,162.02,12961
"D0417",City of Manhattan Beach,58,161.12,35999
"D0417",City of Maywood,35,124.78,28049
"D0417",City of Monrovia,18,46.39,38800
"D0417",City of Montebello,71,110.29,64375
"D0417",City of Monterey Park,39,62.64,62262
"D0417",City of Norwalk,100,92.92,107622
"D0417",City of Palmdale,147,92.47,158968
"D0417",City of Palos Verdes Estates,36,266.23,13522
"D0417",City of Paramount,65,116.02,56023
"D0417",City of Pico Rivera,79,122.89,64284
"D0417",City of Pomona,71,45.53,155931
"D0417",City of Rancho Palos Verdes,47,109.95,42747
"D0417",City of Redondo Beach,85,123.73,68697
"D0417",City of Rolling Hills,--,--,1940
"D0417",City of Rolling Hills Estates,12,147.91,8113
"D0417",City of Rosemead,16,28.91,55350
"D0417",City of San Dimas,20,57.94,34516
"D0417",City of San Fernando,33,134.08,24612
"D0417",City of San Gabriel,16,39.07,40954
"D0417",City of San Marino,8,60.25,13277
"D0417",City of Santa Clarita,196,88.92,220424
"D0417",City of Santa Fe Springs,11,59.9,18364
"D0417",City of Santa Monica,111,120.07,92446
"D0417",City of Sierra Madre,--,--,10989
"D0417",City of Signal Hill,5,42.38,11797
"D0417",City of South El Monte,--,--,20885
"D0417",City of South Gate,133,135.5,98155
"D0417",City of South Pasadena,26,99.8,26053
"D0417",City of Temple City,24,65.83,36455
"D0417",City of Torrance,189,126.62,149268
"D0417",City of Vernon,0,0,209
"D0417",City of Walnut,15,49.13,30532
"D0417",City of West Covina,58,53.59,108235
"D0417",City of West Hollywood,109,294.99,36951
"D0417",City of Westlake Village,6,71.77,8360
"D0417",City of Whittier,66,75.49,87432
"D0417",Los Angeles,5387,133.19
"D0417",Los Angeles - Adams-Normandie,16,195.07,8202
"D0417",Los Angeles - Alsace,10,80.35,12445
"D0417",Los Angeles - Angelino Heights,--,--,2502
"D0417",Los Angeles - Arleta,42,122.2,34370
"D0417",Los Angeles - Atwater Village,11,75,14666
"D0417",Los Angeles - Baldwin Hills,39,125.3,31125
"D0417",Los Angeles - Bel Air,22,261,8429
"D0417",Los Angeles - Beverly Crest,27,215.57,12525
"D0417",Los Angeles - Beverlywood,23,174.6,13173
"D0417",Los Angeles - Boyle Heights,69,79.42,86884
"D0417",Los Angeles - Brentwood,58,187.37,30955
"D0417",Los Angeles - Brookside,0,0,581
"D0417",Los Angeles - Cadillac-Corning,9,126.39,7121
"D0417",Los Angeles - Canoga Park,103,157.76,65289
"D0417",Los Angeles - Carthay,45,313.31,14363
"D0417",Los Angeles - Central,58,148.75,38992
"D0417",Los Angeles - Century City,26,203.25,12792
"D0417",Los Angeles - Century Palms/Cove,35,103.65,33766
"D0417",Los Angeles - Chatsworth,44,118.72,37061
"D0417",Los Angeles - Cheviot Hills,12,130.85,9171
"D0417",Los Angeles - Chinatown,--,--,8021
"D0417",Los Angeles - Cloverdale/Cochran,13,89.33,14553
"D0417",Los Angeles - Country Club Park,32,211.18,15153
"D0417",Los Angeles - Crenshaw District,26,188.01,13829
"D0417",Los Angeles - Crestview,47,413.44,11368
"D0417",Los Angeles - Del Rey,38,126.94,29936
"D0417",Los Angeles - Downtown,31,112.7,27507
