date,name,Cases,Case Rate,population
"D0513",City of Agoura Hills,33,158.02,20883
"D0513",City of Alhambra,139,160.28,86724
"D0513",City of Arcadia,63,109.08,57754
"D0513",City of Artesia,19,113.13,16795
"D0513",City of Avalon,0,0,3869
"D0513",City of Azusa,114,227.82,50040
"D0513",City of Baldwin Park,178,231.86,76769
"D0513",City of Bell,177,487.17,36332
"D0513",City of Bell Gardens,152,352.91,43071
"D0513",City of Bellflower,223,286.87,77735
"D0513",City of Beverly Hills,123,356.32,34520
"D0513",City of Bradbury,2,187.09,1069
"D0513",City of Burbank,329,306.96,107180
"D0513",City of Calabasas,49,201.46,24323
"D0513",City of Carson,327,348.44,93846
"D0513",City of Cerritos,82,163.78,50067
"D0513",City of Claremont,30,82.23,36484
"D0513",City of Commerce,22,168.34,13069
"D0513",City of Compton,321,321.31,99904
"D0513",City of Covina,117,238.62,49032
"D0513",City of Cudahy,112,460.02,24347
"D0513",City of Culver City,121,303.52,39865
"D0513",City of Diamond Bar,46,79.98,57515
"D0513",City of Downey,347,303.69,114263
"D0513",City of Duarte,95,431.5,22016
"D0513",City of El Monte,289,246.44,117269
"D0513",City of El Segundo,30,178.72,16786
"D0513",City of Gardena,202,329.47,61310
"D0513",City of Glendale,802,388.39,206493
"D0513",City of Glendora,82,155.41,52764
"D0513",City of Hawaiian Gardens,16,109.02,14676
"D0513",City of Hawthorne,283,318.74,88787
"D0513",City of Hermosa Beach,25,127.1,19670
"D0513",City of Hidden Hills,1,52.91,1890
"D0513",City of Huntington Park,238,400.11,59484
"D0513",City of Industry,11,2517.16,437
"D0513",City of Inglewood,453,398.83,113582
"D0513",City of Irwindale,4,274.16,1459
"D0513",City of La Canada Flintridge,46,222.3,20693
"D0513",City of La Habra Heights,7,128.32,5455
"D0513",City of La Mirada,85,171.37,49599
"D0513",City of La Puente,64,157.26,40697
"D0513",City of La Verne,24,72.11,33282
"D0513",City of Lakewood,122,151.81,80362
"D0513",City of Lancaster,446,276.04,161570
"D0513",City of Lawndale,82,243.95,33614
"D0513",City of Lomita,43,207.44,20729
"D0513",City of Lynwood,303,420.56,72047
"D0513",City of Malibu,33,254.61,12961
"D0513",City of Manhattan Beach,72,200.01,35999
"D0513",City of Maywood,115,410,28049
"D0513",City of Monrovia,108,278.35,38800
"D0513",City of Montebello,235,365.05,64375
"D0513",City of Monterey Park,113,181.49,62262
"D0513",City of Norwalk,274,254.59,107622
"D0513",City of Palmdale,537,337.8,158968
"D0513",City of Palos Verdes Estates,40,295.81,13522
"D0513",City of Paramount,192,342.72,56023
"D0513",City of Pico Rivera,294,457.35,64284
"D0513",City of Pomona,283,181.49,155931
"D0513",City of Rancho Palos Verdes,76,177.79,42747
"D0513",City of Redondo Beach,120,174.68,68697
"D0513",City of Rolling Hills,2,103.09,1940
"D0513",City of Rolling Hills Estates,13,160.24,8113
"D0513",City of Rosemead,62,112.01,55350
"D0513",City of San Dimas,38,110.09,34516
"D0513",City of San Fernando,144,585.08,24612
"D0513",City of San Gabriel,80,195.34,40954
"D0513",City of San Marino,18,135.57,13277
"D0513",City of Santa Clarita,549,249.07,220424
"D0513",City of Santa Fe Springs,35,190.59,18364
"D0513",City of Santa Monica,224,242.3,92446
"D0513",City of Sierra Madre,8,72.8,10989
"D0513",City of Signal Hill,15,127.15,11797
"D0513",City of South El Monte,48,229.83,20885
"D0513",City of South Gate,342,348.43,98155
"D0513",City of South Pasadena,109,418.38,26053
"D0513",City of Temple City,101,277.05,36455
"D0513",City of Torrance,329,220.41,149268
"D0513",City of Vernon,1,478.47,209
"D0513",City of Walnut,30,98.26,30532
"D0513",City of West Covina,193,178.32,108235
"D0513",City of West Hollywood,151,408.65,36951
"D0513",City of Westlake Village,6,71.77,8360
"D0513",City of Whittier,201,229.89,87432
"D0513",Los Angeles,17037,421.23
"D0513",Los Angeles - Adams-Normandie,33,402.34,8202
"D0513",Los Angeles - Alsace,37,297.31,12445
"D0513",Los Angeles - Angeles National Forest,0,0,40
"D0513",Los Angeles - Angelino Heights,11,439.65,2502
"D0513",Los Angeles - Arleta,182,529.53,34370
"D0513",Los Angeles - Atwater Village,39,265.92,14666
"D0513",Los Angeles - Baldwin Hills,99,318.07,31125
"D0513",Los Angeles - Bel Air,32,379.64,8429
