date,name,Cases,Case Rate,population
"D0422",City of Agoura Hills,29,138.87,20883
"D0422",City of Alhambra,65,74.95,86724
"D0422",City of Arcadia,34,58.87,57754
"D0422",City of Artesia,12,71.45,16795
"D0422",City of Avalon,0,0,3869
"D0422",City of Azusa,40,79.94,50040
"D0422",City of Baldwin Park,62,80.76,76769
"D0422",City of Bell,112,308.27,36332
"D0422",City of Bell Gardens,75,174.13,43071
"D0422",City of Bellflower,99,127.36,77735
"D0422",City of Beverly Hills,102,295.48,34520
"D0422",City of Bradbury,--,--,1069
"D0422",City of Burbank,188,175.41,107180
"D0422",City of Calabasas,31,127.45,24323
"D0422",City of Carson,199,212.05,93846
"D0422",City of Cerritos,45,89.88,50067
"D0422",City of Claremont,21,57.56,36484
"D0422",City of Commerce,10,76.52,13069
"D0422",City of Compton,156,156.15,99904
"D0422",City of Covina,77,157.04,49032
"D0422",City of Cudahy,54,221.79,24347
"D0422",City of Culver City,49,122.91,39865
"D0422",City of Diamond Bar,31,53.9,57515
"D0422",City of Downey,170,148.78,114263
"D0422",City of Duarte,45,204.4,22016
"D0422",City of El Monte,107,91.24,117269
"D0422",City of El Segundo,25,148.93,16786
"D0422",City of Gardena,128,208.78,61310
"D0422",City of Glendale,419,202.91,206493
"D0422",City of Glendora,38,72.02,52764
"D0422",City of Hawaiian Gardens,10,68.14,14676
"D0422",City of Hawthorne,144,162.19,88787
"D0422",City of Hermosa Beach,22,111.85,19670
"D0422",City of Hidden Hills,0,0,1890
"D0422",City of Huntington Park,106,178.2,59484
"D0422",City of Industry,--,--,437
"D0422",City of Inglewood,245,215.7,113582
"D0422",City of Irwindale,--,--,1459
"D0422",City of La Canada Flintridge,37,178.8,20693
"D0422",City of La Habra Heights,--,--,5455
"D0422",City of La Mirada,42,84.68,49599
"D0422",City of La Puente,33,81.09,40697
"D0422",City of La Verne,14,42.06,33282
"D0422",City of Lakewood,71,88.35,80362
"D0422",City of Lancaster,212,131.21,161570
"D0422",City of Lawndale,47,139.82,33614
"D0422",City of Lomita,31,149.55,20729
"D0422",City of Lynwood,141,195.71,72047
"D0422",City of Malibu,28,216.03,12961
"D0422",City of Manhattan Beach,64,177.78,35999
"D0422",City of Maywood,48,171.13,28049
"D0422",City of Monrovia,28,72.16,38800
"D0422",City of Montebello,98,152.23,64375
"D0422",City of Monterey Park,57,91.55,62262
"D0422",City of Norwalk,146,135.66,107622
"D0422",City of Palmdale,325,204.44,158968
"D0422",City of Palos Verdes Estates,37,273.63,13522
"D0422",City of Paramount,104,185.64,56023
"D0422",City of Pico Rivera,124,192.89,64284
"D0422",City of Pomona,122,78.24,155931
"D0422",City of Rancho Palos Verdes,50,116.97,42747
"D0422",City of Redondo Beach,95,138.29,68697
"D0422",City of Rolling Hills,--,--,1940
"D0422",City of Rolling Hills Estates,13,160.24,8113
"D0422",City of Rosemead,23,41.55,55350
"D0422",City of San Dimas,25,72.43,34516
"D0422",City of San Fernando,61,247.85,24612
"D0422",City of San Gabriel,26,63.49,40954
"D0422",City of San Marino,10,75.32,13277
"D0422",City of Santa Clarita,283,128.39,220424
"D0422",City of Santa Fe Springs,16,87.13,18364
"D0422",City of Santa Monica,144,155.77,92446
"D0422",City of Sierra Madre,5,45.5,10989
"D0422",City of Signal Hill,6,50.86,11797
"D0422",City of South El Monte,10,47.88,20885
"D0422",City of South Gate,195,198.67,98155
"D0422",City of South Pasadena,51,195.75,26053
"D0422",City of Temple City,38,104.24,36455
"D0422",City of Torrance,226,151.41,149268
"D0422",City of Vernon,0,0,209
"D0422",City of Walnut,20,65.51,30532
"D0422",City of West Covina,89,82.23,108235
"D0422",City of West Hollywood,129,349.11,36951
"D0422",City of Westlake Village,6,71.77,8360
"D0422",City of Whittier,85,97.22,87432
"D0422",Los Angeles,8022,198.34
"D0422",Los Angeles - Adams-Normandie,20,243.84,8202
"D0422",Los Angeles - Alsace,23,184.81,12445
"D0422",Los Angeles - Angeles National Forest,0,0,40
"D0422",Los Angeles - Angelino Heights,6,239.81,2502
"D0422",Los Angeles - Arleta,70,203.67,34370
"D0422",Los Angeles - Atwater Village,19,129.55,14666
"D0422",Los Angeles - Baldwin Hills,47,151,31125
"D0422",Los Angeles - Bel Air,27,320.32,8429
"D0422",Los Angeles - Beverly Crest,31,247.5,12525
"D0422",Los Angeles - Beverlywood,30,227.74,13173
"D0422",Los Angeles - Boyle Heights,134,154.23,86884
