date,name,Cases,Case Rate,population
"D0516",City of Agoura Hills,33,158.02,20883
"D0516",City of Alhambra,149,171.81,86724
"D0516",City of Arcadia,65,112.55,57754
"D0516",City of Artesia,20,119.08,16795
"D0516",City of Avalon,0,0,3869
"D0516",City of Azusa,118,235.81,50040
"D0516",City of Baldwin Park,192,250.1,76769
"D0516",City of Bell,185,509.19,36332
"D0516",City of Bell Gardens,159,369.16,43071
"D0516",City of Bellflower,247,317.75,77735
"D0516",City of Beverly Hills,125,362.11,34520
"D0516",City of Bradbury,2,187.09,1069
"D0516",City of Burbank,345,321.89,107180
"D0516",City of Calabasas,51,209.68,24323
"D0516",City of Carson,344,366.56,93846
"D0516",City of Cerritos,86,171.77,50067
"D0516",City of Claremont,31,84.97,36484
"D0516",City of Commerce,22,168.34,13069
"D0516",City of Compton,358,358.34,99904
"D0516",City of Covina,127,259.01,49032
"D0516",City of Cudahy,116,476.44,24347
"D0516",City of Culver City,128,321.08,39865
"D0516",City of Diamond Bar,49,85.2,57515
"D0516",City of Downey,405,354.45,114263
"D0516",City of Duarte,95,431.5,22016
"D0516",City of El Monte,323,275.44,117269
"D0516",City of El Segundo,32,190.64,16786
"D0516",City of Gardena,207,337.63,61310
"D0516",City of Glendale,852,412.6,206493
"D0516",City of Glendora,92,174.36,52764
"D0516",City of Hawaiian Gardens,23,156.72,14676
"D0516",City of Hawthorne,305,343.52,88787
"D0516",City of Hermosa Beach,26,132.18,19670
"D0516",City of Hidden Hills,1,52.91,1890
"D0516",City of Huntington Park,264,443.82,59484
"D0516",City of Industry,10,2288.33,437
"D0516",City of Inglewood,480,422.6,113582
"D0516",City of Irwindale,4,274.16,1459
"D0516",City of La Canada Flintridge,47,227.13,20693
"D0516",City of La Habra Heights,8,146.65,5455
"D0516",City of La Mirada,127,256.05,49599
"D0516",City of La Puente,65,159.72,40697
"D0516",City of La Verne,24,72.11,33282
"D0516",City of Lakewood,136,169.23,80362
"D0516",City of Lancaster,469,290.28,161570
"D0516",City of Lawndale,86,255.85,33614
"D0516",City of Lomita,46,221.91,20729
"D0516",City of Lynwood,333,462.2,72047
"D0516",City of Malibu,35,270.04,12961
"D0516",City of Manhattan Beach,73,202.78,35999
"D0516",City of Maywood,130,463.47,28049
"D0516",City of Monrovia,123,317.01,38800
"D0516",City of Montebello,250,388.35,64375
"D0516",City of Monterey Park,119,191.13,62262
"D0516",City of Norwalk,289,268.53,107622
"D0516",City of Palmdale,566,356.05,158968
"D0516",City of Palos Verdes Estates,42,310.6,13522
"D0516",City of Paramount,201,358.78,56023
"D0516",City of Pico Rivera,325,505.57,64284
"D0516",City of Pomona,298,191.11,155931
"D0516",City of Rancho Palos Verdes,78,182.47,42747
"D0516",City of Redondo Beach,123,179.05,68697
"D0516",City of Rolling Hills,2,103.09,1940
"D0516",City of Rolling Hills Estates,13,160.24,8113
"D0516",City of Rosemead,67,121.05,55350
"D0516",City of San Dimas,39,112.99,34516
"D0516",City of San Fernando,160,650.09,24612
"D0516",City of San Gabriel,81,197.78,40954
"D0516",City of San Marino,19,143.1,13277
"D0516",City of Santa Clarita,579,262.68,220424
"D0516",City of Santa Fe Springs,39,212.37,18364
"D0516",City of Santa Monica,241,260.69,92446
"D0516",City of Sierra Madre,8,72.8,10989
"D0516",City of Signal Hill,17,144.1,11797
"D0516",City of South El Monte,54,258.56,20885
"D0516",City of South Gate,365,371.86,98155
"D0516",City of South Pasadena,110,422.22,26053
"D0516",City of Temple City,107,293.51,36455
"D0516",City of Torrance,338,226.44,149268
"D0516",City of Vernon,1,478.47,209
"D0516",City of Walnut,32,104.81,30532
"D0516",City of West Covina,205,189.4,108235
"D0516",City of West Hollywood,156,422.18,36951
"D0516",City of Westlake Village,6,71.77,8360
"D0516",City of Whittier,214,244.76,87432
"D0516",Los Angeles,18304,452.55
"D0516",Los Angeles - Adams-Normandie,37,451.11,8202
"D0516",Los Angeles - Alsace,40,321.41,12445
"D0516",Los Angeles - Angeles National Forest,0,0,40
"D0516",Los Angeles - Angelino Heights,12,479.62,2502
"D0516",Los Angeles - Arleta,200,581.9,34370
"D0516",Los Angeles - Atwater Village,41,279.56,14666
"D0516",Los Angeles - Baldwin Hills,115,369.48,31125
"D0516",Los Angeles - Bel Air,32,379.64,8429
"D0516",Los Angeles - Beverly Crest,36,287.43,12525
"D0516",Los Angeles - Beverlywood,34,258.1,13173
"D0516",Los Angeles - Boyle Heights,399,459.23,86884
"D0516",Los Angeles - Brentwood,74,239.06,30955
"D0516",Los Angeles - Brookside,0,0,581
"D0516",Los Angeles - Cadillac-Corning,26,365.12,7121
"D0516",Los Angeles - Canoga Park,425,650.95,65289
"D0516",Los Angeles - Carthay,71,494.33,14363
"D0516",Los Angeles - Central,237,607.82,38992
"D0516",Los Angeles - Century City,33,257.97,12792
"D0516",Los Angeles - Century Palms/Cove,158,467.93,33766
"D0516",Los Angeles - Chatsworth,153,412.83,37061
"D0516",Los Angeles - Cheviot Hills,19,207.17,9171
"D0516",Los Angeles - Chinatown,14,174.54,8021
"D0516",Los Angeles - Cloverdale/Cochran,50,343.57,14553
"D0516",Los Angeles - Country Club Park,79,521.35,15153
"D0516",Los Angeles - Crenshaw District,64,462.8,13829
"D0516",Los Angeles - Crestview,78,686.14,11368
"D0516",Los Angeles - Del Rey,62,207.11,29936
"D0516",Los Angeles - Downtown,97,352.64,27507
"D0516",Los Angeles - Eagle Rock,142,358.69,39589
"D0516",Los Angeles - East Hollywood,189,645.34,29287
"D0516",Los Angeles - Echo Park,40,280.58,14256
"D0516",Los Angeles - El Sereno,135,322.9,41808
"D0516",Los Angeles - Elysian Park,13,227.59,5712
"D0516",Los Angeles - Elysian Valley,38,373.61,10171
"D0516",Los Angeles - Encino,112,247.94,45172
"D0516",Los Angeles - Exposition,6,180.4,3326
"D0516",Los Angeles - Exposition Park,201,447.49,44917
"D0516",Los Angeles - Faircrest Heights,4,111.11,3600
"D0516",Los Angeles - Figueroa Park Square,27,309.6,8721
"D0516",Los Angeles - Florence-Firestone,257,541.68,47445
"D0516",Los Angeles - Glassell Park,152,480.95,31604
"D0516",Los Angeles - Gramercy Place,51,473.8,10764
"D0516",Los Angeles - Granada Hills,220,378.07,58191
"D0516",Los Angeles - Green Meadows,114,530.11,21505
"D0516",Los Angeles - Hancock Park,71,416.69,17039
"D0516",Los Angeles - Harbor City,64,220.16,29070
"D0516",Los Angeles - Harbor Gateway,100,229.36,43600
"D0516",Los Angeles - Harbor Pines,8,332.09,2409
"D0516",Los Angeles - Harvard Heights,95,526.75,18035
"D0516",Los Angeles - Harvard Park,205,540.4,37935
"D0516",Los Angeles - Highland Park,142,293.44,48391
"D0516",Los Angeles - Historic Filipinotown,96,692.14,13870
"D0516",Los Angeles - Hollywood,231,338.44,68254
"D0516",Los Angeles - Hollywood Hills,76,258.2,29434
"D0516",Los Angeles - Hyde Park,112,392.42,28541
"D0516",Los Angeles - Jefferson Park,29,359.22,8073
"D0516",Los Angeles - Koreatown,210,406.24,51693
"D0516",Los Angeles - Lafayette Square,15,329.02,4559
"D0516",Los Angeles - Lake Balboa,155,367.25,42206
"D0516",Los Angeles - Lakeview Terrace,86,654.84,13133
"D0516",Los Angeles - Leimert Park,45,295.37,15235
"D0516",Los Angeles - Lincoln Heights,182,558.33,32597
"D0516",Los Angeles - Little Armenia,165,2056.07,8025
"D0516",Los Angeles - Little Bangladesh,105,370.46,28343
"D0516",Los Angeles - Little Tokyo,10,319.18,3133
"D0516",Los Angeles - Longwood,17,394.98,4304
"D0516",Los Angeles - Los Feliz,43,199,21608
"D0516",Los Angeles - Manchester Square,18,210.87,8536
"D0516",Los Angeles - Mandeville Canyon,1,32.01,3124
"D0516",Los Angeles - Mar Vista,72,169.53,42471
"D0516",Los Angeles - Marina Peninsula,9,206.42,4360
"D0516",Los Angeles - Melrose,457,588.19,77696
"D0516",Los Angeles - Mid-city,44,292.75,15030
"D0516",Los Angeles - Miracle Mile,39,216.85,17985
"D0516",Los Angeles - Mission Hills,120,497.43,24124
"D0516",Los Angeles - Mt. Washington,69,285.77,24145
"D0516",Los Angeles - North Hills,318,516.44,61575
"D0516",Los Angeles - North Hollywood,559,369.17,151421
"D0516",Los Angeles - Northridge,246,352.45,69797
"D0516",Los Angeles - Pacific Palisades,44,206.66,21291
"D0516",Los Angeles - Pacoima,519,674.21,76979
"D0516",Los Angeles - Palisades Highlands,3,78,3846
"D0516",Los Angeles - Palms,171,389.73,43877
"D0516",Los Angeles - Panorama City,559,742.86,75250
"D0516",Los Angeles - Park La Brea,16,117.82,13580
"D0516",Los Angeles - Pico-Union,422,1008.56,41842
"D0516",Los Angeles - Playa Del Rey,2,62.58,3196
"D0516",Los Angeles - Playa Vista,22,200.97,10947
"D0516",Los Angeles - Porter Ranch,72,202.32,35588
"D0516",Los Angeles - Rancho Park,12,182.93,6560
"D0516",Los Angeles - Regent Square,3,107.91,2780
"D0516",Los Angeles - Reseda,393,512.94,76617
"D0516",Los Angeles - Reseda Ranch,27,582.4,4636
"D0516",Los Angeles - Reynier Village,10,236.52,4228
"D0516",Los Angeles - San Pedro,799,1023.86,78038
"D0516",Los Angeles - Shadow Hills,10,225.12,4442
"D0516",Los Angeles - Sherman Oaks,199,228.07,87254
"D0516",Los Angeles - Silverlake,153,347.07,44083
"D0516",Los Angeles - South Carthay,28,264.28,10595
"D0516",Los Angeles - South Park,219,576.91,37961
"D0516",Los Angeles - St Elmo Village,37,807.16,4584
"D0516",Los Angeles - Studio City,67,298.57,22440
"D0516",Los Angeles - Sun Valley,234,445.86,52483
"D0516",Los Angeles - Sunland,119,583.1,20408
"D0516",Los Angeles - Sycamore Square,1,154.56,647
"D0516",Los Angeles - Sylmar,589,714.82,82398
"D0516",Los Angeles - Tarzana,105,340.07,30876
"D0516",Los Angeles - Temple-Beaudry,234,592.68,39482
"D0516",Los Angeles - Thai Town,25,254.87,9809
"D0516",Los Angeles - Toluca Lake,16,183.82,8704
"D0516",Los Angeles - Toluca Terrace,4,306.28,1306
"D0516",Los Angeles - Toluca Woods,3,161.46,1858
"D0516",Los Angeles - Tujunga,98,352.39,27810
"D0516",Los Angeles - University Hills,9,262.47,3429
"D0516",Los Angeles - University Park,130,473.48,27456
"D0516",Los Angeles - Valley Glen,108,359.81,30016
"D0516",Los Angeles - Valley Village,179,724.11,24720
"D0516",Los Angeles - Van Nuys,543,582.66,93194
"D0516",Los Angeles - Venice,60,177.07,33885
"D0516",Los Angeles - Vermont Knolls,104,604.65,17200
"D0516",Los Angeles - Vermont Square,69,901.14,7657
"D0516",Los Angeles - Vermont Vista,229,556.01,41186
"D0516",Los Angeles - Vernon Central,383,736.57,51998
"D0516",Los Angeles - Victoria Park,46,547.68,8399
"D0516",Los Angeles - View Heights,8,216.57,3694
"D0516",Los Angeles - Watts,170,398.37,42674
"D0516",Los Angeles - Wellington Square,17,345.88,4915
"D0516",Los Angeles - West Adams,164,593.56,27630
"D0516",Los Angeles - West Hills,109,268.84,40545
"D0516",Los Angeles - West Los Angeles,66,175.36,37636
"D0516",Los Angeles - West Vernon,338,630.08,53644
"D0516",Los Angeles - Westchester,84,162.78,51603
"D0516",Los Angeles - Westlake,499,840.7,59355
"D0516",Los Angeles - Westwood,60,110.89,54109
"D0516",Los Angeles - Wholesale District,447,1237.23,36129
"D0516",Los Angeles - Wilmington,155,274.4,56487
"D0516",Los Angeles - Wilshire Center,178,354.79,50170
"D0516",Los Angeles - Winnetka,238,459.58,51786
"D0516",Los Angeles - Woodland Hills,145,213.06,68055
"D0516",Unincorporated - Acton,10,125.45,7971
"D0516",Unincorporated - Agua Dulce,4,96.2,4158
"D0516",Unincorporated - Altadena,124,284.27,43620
"D0516",Unincorporated - Anaverde,1,66.31,1508
"D0516",Unincorporated - Angeles National Forest,0,0,1245
"D0516",Unincorporated - Arcadia,6,75.18,7981
"D0516",Unincorporated - Athens-Westmont,169,398.19,42442
"D0516",Unincorporated - Athens Village,22,449.25,4897
"D0516",Unincorporated - Avocado Heights,15,221.4,6775
"D0516",Unincorporated - Azusa,39,244.93,15923
"D0516",Unincorporated - Bassett,49,330.7,14817
"D0516",Unincorporated - Bouquet Canyon,0,0,1073
"D0516",Unincorporated - Bradbury,0,0,108
"D0516",Unincorporated - Canyon Country,33,427.02,9310
