date,name,Cases,Case Rate,population
"D0509",City of Agoura Hills,31,148.45,20883
"D0509",City of Alhambra,116,133.76,86724
"D0509",City of Arcadia,53,91.77,57754
"D0509",City of Artesia,15,89.31,16795
"D0509",City of Avalon,0,0,3869
"D0509",City of Azusa,101,201.84,50040
"D0509",City of Baldwin Park,149,194.09,76769
"D0509",City of Bell,153,421.12,36332
"D0509",City of Bell Gardens,133,308.79,43071
"D0509",City of Bellflower,180,231.56,77735
"D0509",City of Beverly Hills,119,344.73,34520
"D0509",City of Bradbury,2,187.09,1069
"D0509",City of Burbank,303,282.7,107180
"D0509",City of Calabasas,47,193.23,24323
"D0509",City of Carson,299,318.61,93846
"D0509",City of Cerritos,69,137.82,50067
"D0509",City of Claremont,29,79.49,36484
"D0509",City of Commerce,19,145.38,13069
"D0509",City of Compton,280,280.27,99904
"D0509",City of Covina,108,220.26,49032
"D0509",City of Cudahy,98,402.51,24347
"D0509",City of Culver City,116,290.98,39865
"D0509",City of Diamond Bar,44,76.5,57515
"D0509",City of Downey,289,252.93,114263
"D0509",City of Duarte,85,386.08,22016
"D0509",City of El Monte,230,196.13,117269
"D0509",City of El Segundo,30,178.72,16786
"D0509",City of Gardena,185,301.75,61310
"D0509",City of Glendale,724,350.62,206493
"D0509",City of Glendora,70,132.67,52764
"D0509",City of Hawaiian Gardens,11,74.95,14676
"D0509",City of Hawthorne,254,286.08,88787
"D0509",City of Hermosa Beach,25,127.1,19670
"D0509",City of Hidden Hills,1,52.91,1890
"D0509",City of Huntington Park,202,339.59,59484
"D0509",City of Industry,7,1601.83,437
"D0509",City of Inglewood,417,367.14,113582
"D0509",City of Irwindale,3,205.62,1459
"D0509",City of La Canada Flintridge,43,207.8,20693
"D0509",City of La Habra Heights,4,73.33,5455
"D0509",City of La Mirada,75,151.21,49599
"D0509",City of La Puente,54,132.69,40697
"D0509",City of La Verne,21,63.1,33282
"D0509",City of Lakewood,104,129.41,80362
"D0509",City of Lancaster,411,254.38,161570
"D0509",City of Lawndale,80,238,33614
"D0509",City of Lomita,41,197.79,20729
"D0509",City of Lynwood,269,373.37,72047
"D0509",City of Malibu,32,246.89,12961
"D0509",City of Manhattan Beach,69,191.67,35999
"D0509",City of Maywood,89,317.3,28049
"D0509",City of Monrovia,85,219.07,38800
"D0509",City of Montebello,214,332.43,64375
"D0509",City of Monterey Park,106,170.25,62262
"D0509",City of Norwalk,246,228.58,107622
"D0509",City of Palmdale,501,315.16,158968
"D0509",City of Palos Verdes Estates,40,295.81,13522
"D0509",City of Paramount,174,310.59,56023
"D0509",City of Pico Rivera,261,406.01,64284
"D0509",City of Pomona,258,165.46,155931
"D0509",City of Rancho Palos Verdes,75,175.45,42747
"D0509",City of Redondo Beach,120,174.68,68697
"D0509",City of Rolling Hills,2,103.09,1940
"D0509",City of Rolling Hills Estates,13,160.24,8113
"D0509",City of Rosemead,52,93.95,55350
"D0509",City of San Dimas,33,95.61,34516
"D0509",City of San Fernando,132,536.32,24612
"D0509",City of San Gabriel,49,119.65,40954
"D0509",City of San Marino,14,105.45,13277
"D0509",City of Santa Clarita,484,219.58,220424
"D0509",City of Santa Fe Springs,31,168.81,18364
"D0509",City of Santa Monica,206,222.83,92446
"D0509",City of Sierra Madre,6,54.6,10989
"D0509",City of Signal Hill,9,76.29,11797
"D0509",City of South El Monte,40,191.53,20885
"D0509",City of South Gate,310,315.83,98155
"D0509",City of South Pasadena,100,383.83,26053
"D0509",City of Temple City,70,192.02,36455
"D0509",City of Torrance,315,211.03,149268
"D0509",City of Vernon,1,478.47,209
"D0509",City of Walnut,27,88.43,30532
"D0509",City of West Covina,172,158.91,108235
"D0509",City of West Hollywood,146,395.12,36951
"D0509",City of Westlake Village,6,71.77,8360
"D0509",City of Whittier,168,192.15,87432
"D0509",Los Angeles,15223,376.38
"D0509",Los Angeles - Adams-Normandie,32,390.15,8202
"D0509",Los Angeles - Alsace,35,281.24,12445
"D0509",Los Angeles - Angeles National Forest,0,0,40
"D0509",Los Angeles - Angelino Heights,10,399.68,2502
"D0509",Los Angeles - Arleta,151,439.34,34370
"D0509",Los Angeles - Atwater Village,34,231.83,14666
"D0509",Los Angeles - Baldwin Hills,92,295.58,31125
"D0509",Los Angeles - Bel Air,31,367.78,8429
"D0509",Los Angeles - Beverly Crest,34,271.46,12525
"D0509",Los Angeles - Beverlywood,33,250.51,13173
"D0509",Los Angeles - Boyle Heights,313,360.25,86884
"D0509",Los Angeles - Brentwood,69,222.9,30955
"D0509",Los Angeles - Brookside,0,0,581
"D0509",Los Angeles - Cadillac-Corning,22,308.95,7121
"D0509",Los Angeles - Canoga Park,372,569.77,65289
"D0509",Los Angeles - Carthay,68,473.44,14363
"D0509",Los Angeles - Central,183,469.33,38992
"D0509",Los Angeles - Century City,31,242.34,12792
"D0509",Los Angeles - Century Palms/Cove,125,370.19,33766
"D0509",Los Angeles - Chatsworth,118,318.39,37061
"D0509",Los Angeles - Cheviot Hills,18,196.27,9171
"D0509",Los Angeles - Chinatown,10,124.67,8021
"D0509",Los Angeles - Cloverdale/Cochran,45,309.21,14553
"D0509",Los Angeles - Country Club Park,77,508.15,15153
"D0509",Los Angeles - Crenshaw District,57,412.18,13829
"D0509",Los Angeles - Crestview,72,633.36,11368
"D0509",Los Angeles - Del Rey,58,193.75,29936
"D0509",Los Angeles - Downtown,87,316.28,27507
"D0509",Los Angeles - Eagle Rock,120,303.11,39589
"D0509",Los Angeles - East Hollywood,164,559.98,29287
"D0509",Los Angeles - Echo Park,27,189.39,14256
"D0509",Los Angeles - El Sereno,122,291.81,41808
"D0509",Los Angeles - Elysian Park,11,192.58,5712
"D0509",Los Angeles - Elysian Valley,27,265.46,10171
