date,name,Cases,Case Rate,population
"D0503",City of Agoura Hills,31,148.45,20883
"D0503",City of Alhambra,87,100.32,86724
"D0503",City of Arcadia,44,76.19,57754
"D0503",City of Artesia,14,83.36,16795
"D0503",City of Avalon,0,0,3869
"D0503",City of Azusa,79,157.87,50040
"D0503",City of Baldwin Park,107,139.38,76769
"D0503",City of Bell,137,377.08,36332
"D0503",City of Bell Gardens,110,255.39,43071
"D0503",City of Bellflower,142,182.67,77735
"D0503",City of Beverly Hills,113,327.35,34520
"D0503",City of Bradbury,1,93.55,1069
"D0503",City of Burbank,260,242.58,107180
"D0503",City of Calabasas,44,180.9,24323
"D0503",City of Carson,256,272.79,93846
"D0503",City of Cerritos,57,113.85,50067
"D0503",City of Claremont,24,65.78,36484
"D0503",City of Commerce,13,99.47,13069
"D0503",City of Compton,224,224.22,99904
"D0503",City of Covina,101,205.99,49032
"D0503",City of Cudahy,80,328.58,24347
"D0503",City of Culver City,68,170.58,39865
"D0503",City of Diamond Bar,36,62.59,57515
"D0503",City of Downey,236,206.54,114263
"D0503",City of Duarte,77,349.75,22016
"D0503",City of El Monte,177,150.94,117269
"D0503",City of El Segundo,28,166.81,16786
"D0503",City of Gardena,165,269.12,61310
"D0503",City of Glendale,634,307.03,206493
"D0503",City of Glendora,48,90.97,52764
"D0503",City of Hawaiian Gardens,10,68.14,14676
"D0503",City of Hawthorne,205,230.89,88787
"D0503",City of Hermosa Beach,24,122.01,19670
"D0503",City of Hidden Hills,0,0,1890
"D0503",City of Huntington Park,165,277.39,59484
"D0503",City of Industry,1,228.83,437
"D0503",City of Inglewood,356,313.43,113582
"D0503",City of Irwindale,2,137.08,1459
"D0503",City of La Canada Flintridge,37,178.8,20693
"D0503",City of La Habra Heights,3,55,5455
"D0503",City of La Mirada,68,137.1,49599
"D0503",City of La Puente,43,105.66,40697
"D0503",City of La Verne,16,48.07,33282
"D0503",City of Lakewood,86,107.02,80362
"D0503",City of Lancaster,343,212.29,161570
"D0503",City of Lawndale,61,181.47,33614
"D0503",City of Lomita,36,173.67,20729
"D0503",City of Lynwood,207,287.31,72047
"D0503",City of Malibu,31,239.18,12961
"D0503",City of Manhattan Beach,66,183.34,35999
"D0503",City of Maywood,70,249.56,28049
"D0503",City of Monrovia,55,141.75,38800
"D0503",City of Montebello,157,243.88,64375
"D0503",City of Monterey Park,81,130.1,62262
"D0503",City of Norwalk,208,193.27,107622
"D0503",City of Palmdale,442,278.04,158968
"D0503",City of Palos Verdes Estates,37,273.63,13522
"D0503",City of Paramount,150,267.75,56023
"D0503",City of Pico Rivera,195,303.34,64284
"D0503",City of Pomona,198,126.98,155931
"D0503",City of Rancho Palos Verdes,62,145.04,42747
"D0503",City of Redondo Beach,111,161.58,68697
"D0503",City of Rolling Hills,2,103.09,1940
"D0503",City of Rolling Hills Estates,13,160.24,8113
"D0503",City of Rosemead,40,72.27,55350
"D0503",City of San Dimas,30,86.92,34516
"D0503",City of San Fernando,102,414.43,24612
"D0503",City of San Gabriel,32,78.14,40954
"D0503",City of San Marino,12,90.38,13277
"D0503",City of Santa Clarita,405,183.74,220424
"D0503",City of Santa Fe Springs,27,147.03,18364
"D0503",City of Santa Monica,185,200.12,92446
"D0503",City of Sierra Madre,5,45.5,10989
"D0503",City of Signal Hill,8,67.81,11797
"D0503",City of South El Monte,30,143.64,20885
"D0503",City of South Gate,269,274.06,98155
"D0503",City of South Pasadena,93,356.96,26053
"D0503",City of Temple City,56,153.61,36455
"D0503",City of Torrance,283,189.59,149268
"D0503",City of Vernon,1,478.47,209
"D0503",City of Walnut,23,75.33,30532
"D0503",City of West Covina,143,132.12,108235
"D0503",City of West Hollywood,139,376.17,36951
"D0503",City of Westlake Village,6,71.77,8360
"D0503",City of Whittier,130,148.69,87432
"D0503",Los Angeles,12525,309.67
"D0503",Los Angeles - Adams-Normandie,29,353.57,8202
"D0503",Los Angeles - Alsace,32,257.13,12445
"D0503",Los Angeles - Angeles National Forest,0,0,40
"D0503",Los Angeles - Angelino Heights,9,359.71,2502
"D0503",Los Angeles - Arleta,121,352.05,34370
"D0503",Los Angeles - Atwater Village,34,231.83,14666
"D0503",Los Angeles - Baldwin Hills,65,208.84,31125
"D0503",Los Angeles - Bel Air,30,355.91,8429
"D0503",Los Angeles - Beverly Crest,33,263.47,12525
"D0503",Los Angeles - Beverlywood,33,250.51,13173
"D0503",Los Angeles - Boyle Heights,236,271.63,86884
"D0503",Los Angeles - Brentwood,65,209.98,30955
"D0503",Los Angeles - Brookside,0,0,581
"D0503",Los Angeles - Cadillac-Corning,20,280.86,7121
"D0503",Los Angeles - Canoga Park,318,487.07,65289
"D0503",Los Angeles - Carthay,70,487.36,14363
"D0503",Los Angeles - Central,142,364.18,38992
"D0503",Los Angeles - Century City,30,234.52,12792
"D0503",Los Angeles - Century Palms/Cove,102,302.08,33766
"D0503",Los Angeles - Chatsworth,106,286.01,37061
"D0503",Los Angeles - Cheviot Hills,18,196.27,9171
"D0503",Los Angeles - Chinatown,9,112.21,8021
"D0503",Los Angeles - Cloverdale/Cochran,39,267.99,14553
"D0503",Los Angeles - Country Club Park,69,455.36,15153
"D0503",Los Angeles - Crenshaw District,49,354.33,13829
"D0503",Los Angeles - Crestview,67,589.37,11368
"D0503",Los Angeles - Del Rey,53,177.04,29936
